Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),4LHE Temp (ºF),App message,
881.4725645444996,1400,,0.08245188891851195,1.1134887756724006,18.778469580122373,3.130433179085093,358.87460079624,58.784738981794945,40.12204053940371,68.25250157554453,0.027752536651100466,0.01894181449362623,74.075,,
881.9792847945002,1400,,0.08284703249211343,1.1172688449028831,18.7664077113969,3.129038580820441,358.665161286,58.72081745725525,40.28270088160882,68.60048750519672,0.027735722847491904,0.019026805289843664,74.075,,
882.4778782945001,1400,,0.0823765150353635,1.1109169125528544,18.76705004354438,3.127970861941899,358.665161286,58.70279624982307,40.06040671320851,68.24274068953015,0.027731025015339274,0.018924419718989623,74.075,,
882.9803740444993,1400,,0.08217477129116031,1.1028459236371302,18.79067093516485,3.127692520258518,359.18876006159996,58.77144211319353,40.01592274288491,68.08742666221661,0.027560203127552432,0.018765008818463876,74.075,,
883.4813402944994,1400,,0.08222356817290083,1.1087646992928244,18.783618974545355,3.1286362632101694,359.18876006159996,58.767109874840536,40.037279699613116,68.12873425567916,0.027693294425303033,0.01886709750267494,74.075,,
883.9802470445,1400,,0.08247932250960065,1.1129956855657919,18.774126540404694,3.128796849861279,358.87460079624,58.74041564397088,40.12610811960674,68.31090156224766,0.027737506777161868,0.018947700521693138,74.075,,
884.4806105444995,1400,,0.08207255645359558,1.108996325232184,18.780528025109906,3.1309658714802535,358.87460079624,58.80119287680144,39.93738832492408,67.91939295530247,0.027768382939224387,0.018860111495855262,74.075,,
884.9942740445,1400,,0.08204056001955151,1.1050619861200734,18.79466578357268,3.131728623648426,359.18876006159996,58.859797489840744,39.95312415655715,67.87849182719435,0.027659047316841347,0.01877450125592769,74.075,,
885.5061410445005,1400,,0.08240200435896108,1.1070633186052818,18.80732324400692,3.130567528987457,359.18876006159996,58.87759756366707,40.13130079450416,68.16059174613258,0.02758606803786824,0.01880278434661912,74.075,,
886.0075417944997,1400,,0.08231990608712907,1.1080180020011277,18.778262710086445,3.1290929154618654,358.87460079624,58.75891341050143,40.05060696290399,68.16095740945069,0.027665458974173968,0.018857025763001096,74.075,,
886.5054402945003,1400,,0.08218082280633747,1.103008889871725,18.769247845219688,3.129163184499628,358.97932055136,58.732033381615,39.99989194243795,68.10576829754288,0.027575317948983658,0.01878037927967477,74.075,,
887.0044865445001,1400,,0.08199809450471601,1.1047130742324451,18.798973417076855,3.1278570136497175,359.18876006159996,58.80050833211887,39.93075425565868,67.90886294996825,0.027665715815625633,0.018787475078394077,74.075,,
887.5077130445004,1400,,0.08239143297500659,1.1133158697383658,18.777828440659007,3.1289322437817617,358.76988104111996,58.75455493448536,40.075504704354614,68.20836624344595,0.02778038502611588,0.018948600474196598,74.075,,
888.0411425445002,1400,,0.0827504949668178,1.120117429072544,18.77571373395034,3.127766857833824,357.93212300016,58.72605347612479,40.16311810402924,68.39065910664509,0.027889214559754023,0.019073612780460863,74.075,,
888.5551890445001,1400,,0.08300182883088902,1.1121175464014321,18.757570464146927,3.1285117461587375,358.1415625104,58.68324973371563,40.30551213554179,68.68315266563546,0.027592423285762786,0.018951209259807755,74.075,,
889.0554952944998,1400,,0.08276473462585068,1.1074694905880433,18.760760551829936,3.1273148919989184,358.35100202063995,58.67079420207632,40.213643489097684,68.54122386378512,0.02753967081836086,0.01887601157811665,74.075,,
889.5531800444999,1400,,0.08280966169576302,1.107700986646131,18.75247144533288,3.1281487824998324,358.1415625104,58.66052892205994,40.2158971084832,68.55713693966757,0.027543860069935658,0.018883286882257745,74.075,,
890.0573117944999,1400,,0.08307525803500099,1.1099295773156443,18.750534335271755,3.128433686495872,358.1415625104,58.659800814533355,40.33379839431713,68.75887565905698,0.027518668519326946,0.018921474842130033,74.075,,
890.5538140445005,1400,,0.08292659985905439,1.106529524878029,18.747718397480746,3.1289563642051506,358.1415625104,58.66078920298499,40.26583280674529,68.64184084462939,0.027480624182939232,0.018863192464463194,74.075,,
891.0554012944998,1400,,0.08248274659699985,1.1007808959079113,18.751016718126923,3.128818691708816,358.56044153088,58.66852160624368,40.096177224187876,68.34365488711418,0.02745360887010134,0.01876273118465868,74.075,,
