Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),66NA Temp (ºF),4LHE Temp (ºF),App message,
0,1000,,-0.014026166348121292,-0.007274809413198335,25.55788354065934,-0.10987404997867156,0,2.8081481734954714,0,0,0,0,78.2375,76.775,93.0875,,
0,1000,,-0.01402547501068854,-0.007345279124565592,25.557881063630045,-0.10987516966783062,0,2.8081765182165865,0,0,0,0,78.2375,76.775,93.0875,,
0.021879999999888242,1000,,-0.01403080196671181,-0.007323873597641627,25.557878913213308,-0.10958014428958729,0,2.800636059045715,0,0,0,0,78.2375,76.775,93.0875,,
0.047919999999925494,1000,,-0.01399929266402534,-0.007261442890496458,25.5578880995189,-0.10993082054495695,0,2.809599610176303,0,0,0,0,78.2375,76.775,93.0875,,
0.07069500000006519,1000,,-0.01397643053427196,-0.007243731342101826,25.557882004052324,-0.1101979144758386,0,2.8164252952661326,0,0,0,0,78.2375,76.775,93.0875,,
0.09368500000005588,1000,,-0.013987143176376282,-0.007193051118640638,25.55790619398659,-0.11014940154117037,0,2.8151880719129942,0,0,0,0,78.2375,76.775,93.0875,,
0.11961499999999069,1000,,-0.013960168240927117,-0.007249782509309572,25.557905758170037,-0.11038444549390602,0,2.8211952551011072,0,0,0,0,78.2375,76.775,93.0875,,
0.14178000000002794,1000,,-0.013926952278709338,-0.007338965322601983,25.557913360650147,-0.10937875811446873,0,2.7954928233851013,0,0,0,0,78.2375,76.775,93.0875,,
0.16640999999991618,1000,,-0.013861268560068186,-0.007368841411541083,25.557901921065522,-0.10904124863982201,0,2.78686553808709,0,0,0,0,78.2375,76.775,93.0875,,
0.19071500000008382,1000,,-0.01382701019796006,-0.007430494189900768,25.557914911718985,-0.10924652681733693,0,2.7921134367983234,0,0,0,0,78.2375,76.775,93.0875,,
0.21387999999988824,1000,,-0.01378941652081038,-0.007474063376426626,25.557924931053424,-0.10828190394687165,0,2.7674607724656832,0,0,0,0,78.2375,76.775,93.0875,,
0.237125,1000,,-0.013802874946129598,-0.007359450573965992,25.557910411958364,-0.10880005420393457,0,2.7807020381603738,0,0,0,0,78.2375,76.775,93.0875,,
0.2628149999999441,1000,,-0.013819385720101164,-0.00738517581109772,25.55792929511774,-0.10892837310366954,0,2.7839836580157913,0,0,0,0,78.2375,76.775,93.0875,,
0.2850050000001211,1000,,-0.013832341747034654,-0.0074371263921777665,25.557941765193085,-0.10895933361525656,0,2.7847763033129724,0,0,0,0,78.2375,76.775,93.0875,,
0.3075800000000745,1000,,-0.013864377522254903,-0.007527019997492358,25.557925332011237,-0.10925875975194599,0,2.79242722360839,0,0,0,0,78.2375,76.775,93.0875,,
0.33552000000001864,1000,,-0.013925983142300204,-0.007523086147586247,25.55791444385129,-0.10894575536159767,0,2.7844262945524663,0,0,0,0,78.2375,76.775,93.0875,,
