Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),66NA Temp (ºF),4LHE Temp (ºF),App message,
0.23840100001990794,1200,,0.12878591314452764,0.36432468602526347,49.871825779286766,0.7209726872161819,1,38.539959596234404,0.04682487011624857,0.029099674596268017,0,0.00043954621781901686,81.05,75.7625,102.425,,
0.2306860000103712,1200,,0.6790716112967937,1.1051967569956358,49.779043492352606,2.1512130352482246,565,107.07075773876144,48.086141615219596,50.908301010473004,0.017089066304261016,0.011600203612506207,81.05,75.7625,102.531875,,
0.7203082500115038,1200,,0.28205122653173614,1.7443651218882619,49.81999448518074,1.3620998437336185,858,67.85961014233901,34.251770577970824,50.28165585418279,0.05212408777208597,0.02580992414880584,81.05,75.7625,102.5375,,
1.2250157500118017,1200,,0.2161754548596602,1.9192925315152758,49.824447625898465,1.2725608650087783,889,63.40462205345814,27.267454403337712,43.00062731019444,0.07045924852152871,0.03028334995491719,81.10625,75.7625,102.48125,,
1.7214097500130534,1200,,0.19693658171718395,1.9477758142258341,49.825719685543284,1.2381845348636924,893,61.69343259172956,24.97393629413374,40.48040290850005,0.07800585293140128,0.031573594882450796,81.1625,75.7625,102.425,,
2.2303805000156163,1200,,0.19531930832555533,1.9401103211239823,49.82536033132385,1.2347080781049837,893,61.519768147791886,24.762873500688595,40.252484256980104,0.07835510523471831,0.03153904866297954,81.1625,75.7625,102.38000000000001,,
2.7709055000141265,1200,,0.19499632543657391,1.9443539279081348,49.824570627449134,1.2436040161470365,894,61.96203033952772,24.743695992275143,39.93518988851683,0.07858219348919335,0.031382116676890844,81.1625,75.7625,101.975,,
3.305277250012755,1200.0826749999396,,0.1935858043736547,1.9345658104886778,49.82449769583259,1.2338313616616876,892,61.47502024144296,24.526267940089195,39.89691611855809,0.07889175888129898,0.0314725129418438,81.1625,75.7625,101.975,,
3.7944425000146027,1213.9158249998582,,0.22058572938093324,1.9432368747512918,49.81595715605793,1.385215317696328,902,69.00484020888352,28.282319628663846,40.86028719942651,0.06973603402590513,0.028378292732133263,81.1625,75.7625,101.70500000000001,,
4.276419250011444,1238.0064124998898,,0.35238006138727745,2.212325244790443,49.78078290710688,1.9638586689850563,996,97.76063983088659,50.04192402689806,50.91012961377082,0.04483562975721049,0.022678791867662657,81.1625,75.7625,101.6375,,
4.759508250012994,1262.1506374996534,,0.46720000194910916,2.7849178098552154,49.73584591374085,2.655263006041209,1145,132.05869474724412,76.12206990155642,57.542943164346084,0.036712567065027735,0.02110818097790524,81.190625,75.7625,101.525,,
5.24612650001049,1286.467374999629,,0.5627758801998931,3.560352786182467,49.689154134876865,3.3070888703856043,1291,164.32192539137188,103.33263528851128,62.860838493211034,0.0345032694613357,0.021686064715535656,81.275,75.7625,101.1875,,
5.74333125001341,1311.328887499767,,0.6826159754162783,4.475491146749467,49.62081042187259,4.319743007982959,1448,214.34286260638987,140.55244375132497,65.49028379291744,0.031926600866391985,0.02089601573720258,81.275,75.7625,101.1875,,
6.2307475000143056,1335.722662499902,,0.790351727462463,5.421218877306097,49.55373574178175,5.2406541984327735,1597,259.6860097116654,179.36849610543598,69.0750440280257,0.030258329363810926,0.020902017406999464,81.185,75.7625,100.9175,,
6.730511250014604,1360.6391999997868,,0.9187809865917267,6.437241162700906,49.46392664778343,6.5614988049801,1741,324.5499336527755,227.25670956727126,70.01521227951419,0.02834566837341491,0.019842033022714298,81.1625,75.7625,100.85,,
7.235870500019193,1385.9095499997056,,1.0442090098116326,7.405635568188423,49.38115761471212,7.662753821737705,1866,378.3768479943919,276.9447618134374,73.17919056791416,0.026806725433061226,0.019613393948424294,81.1625,75.7625,100.653125,,
7.752290250013769,1411.7197249997844,,1.2059393578693738,8.545285949230541,49.26221847896817,9.38083977367387,2015,462.115273517648,345.2170494240663,74.68787136817512,0.024754512547171672,0.01848793179475139,81.1625,75.7625,100.2875,,
8.26401250001043,1437.288375000062,,1.3516487431504598,9.679504900403014,49.129563349855715,11.312207768503955,2148,555.7268625409476,412.6322404930628,74.23037626761287,0.023508129062179375,0.017447068423282804,81.1625,75.7625,100.2875,,
8.830476000013949,1465.5853124998976,,1.4826135698946687,10.97688777810569,49.004366798011446,12.893707766057812,2272,631.80536327438,478.48282801534515,75.78892716645228,0.022971572833989352,0.017413686536962344,81.1625,75.7625,99.8375,,
9.362857250016926,1492.2139374999097,,1.7016961566028403,12.34226885000728,48.82527545629465,15.504762983003355,2422,756.9953750689708,585.5252983385059,77.31393962751113,0.02109527631074622,0.016306697105171696,81.1625,75.7625,99.8375,,
9.873913250014185,1517.8748624995933,,1.833720965009327,13.610061182840283,48.68630604619095,17.40105948845566,2525,847.1251053115375,657.7547493233482,77.69072112937769,0.0207220950605261,0.01610217956886231,81.1625,75.7625,99.550625,,
10.373122750014067,1542.7588624995406,,2.0273025954330697,15.068712486372354,48.50887261375773,19.94277144932837,2652,967.3638757262554,763.5200098544518,78.93127762296514,0.019738403083994122,0.01557992068642301,81.1625,75.7625,99.5,,
10.898433000014725,1568.9948749996984,,2.1982049839916296,16.47059959161074,48.34130958956379,22.233834162822003,2762,1074.7921824798855,862.3170993450454,80.22740026795458,0.019104591273518205,0.015326201728164587,81.1625,75.7625,99.39875,,
