Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),4LHE Temp (ºF),App message,
0,1000,,-0.00024637642814463354,0.0013984390091065703,22.26063208867317,0.000048466313598310995,0,0,0,0,0,0,73.2875,70.8125,,
1.0044249999998138,1200,,0.07533850095530203,0.5739599754545143,21.9616351366543,1.9020383037990907,280.125344946,41.771871243976456,28.610982440479454,68.49341815062974,0.020060827224250188,0.013740346275181049,73.2875,70.8125,,
2.001394999999553,1200,,0.055678203543360845,0.7593714904797404,22.015878079865995,1.7146341028968408,294.78611066279996,37.74917536095725,22.25311248404015,58.94993008789227,0.03412428221105514,0.020116240506412062,73.2875,70.8125,,
3.0018499999996275,1200,,0.05649905783619278,0.7722342077479509,22.015156126257637,1.71868055542718,295.62386870375997,37.83702075889256,22.646484415341874,59.852715570951595,0.03409951821152428,0.020409487646208466,73.2875,70.7,,
4.023834999999963,1200,,0.055985961264236314,0.767089676549112,22.013517366013836,1.7341189889284256,296.35690698959996,38.17405847751025,22.4919490371088,58.919459795870644,0.034105078011848304,0.02009452772754128,73.175,70.5875,,
5.00022000000067,1200,,0.05538984472596883,0.7556501151099934,22.01544316187612,1.7186958084325057,296.56634649984,37.83784988310056,22.271740693720016,58.86101023849983,0.033928650907967185,0.01997074668472343,73.175,70.5875,,
5.674254999999889,1213.0005999999864,,0.058158139195216646,0.7711083341893746,21.999663370595435,1.8295618919349976,301.80233425584,40.24974573823965,23.797534360122803,59.124682463555864,0.03240286672225633,0.019158092058623264,73.0625,70.475,,
6.350139999999665,1226.4719999999927,,0.06319321509668481,0.8252337984151239,21.97422526888711,2.005243183762721,311.64599123712,44.063665438902426,26.70458785729846,60.60455386837115,0.03090232295757317,0.018728214963400457,73.0625,70.475,,
7.000870000000112,1239.4901999999956,,0.06766568602006418,0.8858733770082411,21.949372735066618,2.180050986284716,322.22268650423996,47.85075167941284,29.56311510129837,61.78192413645513,0.029965494974828782,0.018513259372461992,73.0625,70.3625,,
7.675324999999255,1253.0084999999963,,0.07199849068534417,0.9491128707703287,21.922129524213958,2.3737145721270294,332.79938177136,52.036878303682855,32.49078164924829,62.43799149448361,0.029211758615609894,0.01823923535980359,73.0625,70.3625,,
8.353275000000373,1266.492899999991,,0.07654021140885997,1.0179291888334365,21.89406005709172,2.5672688458986217,344.00439556919997,56.207938294804975,35.70015005479253,63.51442721052823,0.02851330280884312,0.018110060957840162,72.95,70.25,,
9.00116000000015,1279.5360999999941,,0.08181081469711453,1.0820384205727638,21.86409063053305,2.7820855286645916,354.26693157095997,60.82777014061708,39.30009812475017,64.60880948602777,0.027532715494451257,0.01778855970014006,72.95,70.25,,
9.675875,1292.9911999999917,,0.08676511397962831,1.1520793579282105,21.834405837735375,2.984298290118851,364.52946757271997,65.16038000731474,42.877503813311236,65.80302909298244,0.026869086478176693,0.01768067279225322,72.8375,70.1375,,
10.351420000000857,1306.576199999992,,0.08995655999782107,1.2116450592985217,21.536401946782423,3.12829585296773,371.44097141064,67.37223689796559,45.300984656302944,67.23984053685305,0.026746550179675612,0.017984337689923267,72.8375,70.1375,,
11.024990000000223,1319.991499999985,,0.0863952203783059,1.2090768065679849,20.376313004863885,3.13138863903792,367.67106022632,63.80615504891139,43.07233877527089,67.50499029796305,0.02807084177333207,0.01894921901564437,72.8375,70.025,,
11.67425,1332.9912999999895,,0.08257138676679643,1.1636632645401759,19.359001824618996,3.135074965942587,362.64451198055997,60.69192198599988,40.593698732265196,66.8848462924426,0.028666105846010488,0.01917328083313302,72.8375,70.025,,
12.348794999999926,1346.3399000000022,,0.08041868782788135,1.1252942572119529,18.421833324979026,3.1343821577897737,357.0943649592,57.74106568759132,38.92940340145716,67.42065276745173,0.02890602369646981,0.01948862986527422,72.725,70.025,,
13.001134999999776,1359.5322999999858,,0.07766376986715523,1.0873320892549578,17.482997722886548,3.1291032236639125,351.02061916224,54.70610453399314,36.96042496883337,67.56179275361673,0.029418819999278773,0.019875882198472278,72.725,70.025,,
13.676724999999628,1373.0441000000014,,0.07505915574859007,1.0556913820679423,16.663282103206313,3.131462983335851,346.20351042671996,52.18045108707334,35.22880694795794,67.51341970802773,0.029966708314234754,0.020231549556869757,72.725,69.9125,,
14.351040000000037,1386.5444999999927,,0.07278818108539277,1.0187445635035934,15.904815310588623,3.1371698910926353,340.96752267072,49.89610771576779,33.646756015333466,67.43362870507167,0.030277645875855973,0.020417315300561158,72.725,69.9125,,
15.006,1399.6744999999926,,0.07098148242639843,0.9901234423421714,15.235225114620004,3.136163812356109,336.1504139352,47.780161677570206,32.35211841052839,67.7103577607099,0.030604593794388263,0.02072247994939231,72.725,69.9125,,
16.002554999999703,1400,,0.06995645522355819,0.9557062921473666,14.871243962887997,3.1356809009966975,331.9616237304,46.63147566849033,31.483385033775118,67.51530931080735,0.030355893787218008,0.020494875584500392,72.725,69.8,,
17.000889999999664,1400,,0.06946331529435974,0.9516270344421016,14.843838711799268,3.1313429156265915,331.43802495479997,46.48114919089639,31.213630659161538,67.15331097122468,0.03048754708586868,0.020473397302071945,72.725,69.8,,
18.002605000000447,1400,,0.06961445436661039,0.9440538798748963,14.853808093228292,3.134500328307765,332.06634348552,46.559266344844616,31.33754746560142,67.30678965922182,0.03012532748171071,0.020276390802266772,72.6125,69.8,,
