Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),4LHE Temp (ºF),App message,
0,1000,,-0.00008965877599364316,0.0002714993944929855,22.26017302035487,-0.0009686637716505714,0,0.02156262315549124,0,0,0,0,73.175,70.3625,,
1.0058899999987334,1200,,0.07137009477972878,0.5995164061038979,21.974813721029157,1.8722644339228856,283.2669375996,41.142662171963515,27.414201526994276,66.63205558359702,0.02186882610874385,0.01457164836825838,73.175,70.3625,,
2.003035000000149,1200,,0.05628451275463631,0.7504992476820621,22.017537690504483,1.7164550030597565,295.62386870375997,37.792112723923175,22.557647316032476,59.688770196097096,0.033270280236567806,0.01985862111400247,73.175,70.3625,,
3.0069549999982117,1200,,0.05598700026819477,0.758536671071985,22.017715110912437,1.7179726944695803,296.56634649984,37.82583335515783,22.50825175094263,59.50497253981442,0.03370038150742729,0.020053402761807303,73.0625,70.1375,,
4.001859999997541,1200,,0.056323931671696525,0.7599358389827457,22.01705884641966,1.7259447737756937,296.35690698959996,38.000227649889915,22.630737388216946,59.55421529766153,0.0335798089981115,0.019998191747278838,72.95,70.025,,
5.005359999999404,1200,,0.05535544962121078,0.7469499629202839,22.015153184697002,1.7357562379436131,297.08994527543996,38.21293946962202,22.298521663620935,58.35332736270523,0.03349773470135019,0.019547042789369386,72.95,70.025,,
6.000599999999627,1219.5908999999986,,0.060385910733844,0.7910821517025709,21.991425552234354,1.904169313544367,306.30528372599997,41.87539769766014,25.077936356554392,59.887040447034764,0.03154494614130452,0.018891334654638374,72.8375,69.9125,,
7.003099999999628,1239.5686000000312,,0.06769942281974504,0.8769677035582909,21.95144935871626,2.186265394064672,322.22268650423996,47.991694082524496,29.575390541806186,61.62606073240422,0.02965193992345279,0.01827332250556303,72.725,69.8,,
8.004974999999627,1259.675799999982,,0.07417254616127264,0.9651392316926432,21.913057881800594,2.4617501449506585,339.08256707856,53.94447341683478,34.10155657252052,63.21603384467971,0.028301911369945056,0.017891345870315722,72.725,69.8,,
9.00639499999769,1279.5468000000342,,0.0804694807098334,1.0654329210867493,21.868994233468413,2.7727767653043327,354.05749206072,60.63783909113565,38.625101911568485,63.69801841638334,0.02758395106700404,0.0175704302306264,72.725,69.6875,,
10.00189999999851,1299.556099999994,,0.08696181502277332,1.154403320989711,21.811983235083122,3.071084397018678,370.07961459408,66.98644138129676,43.62797181882173,65.12955595071075,0.026460164726055065,0.01723338778990626,72.6125,69.575,,
11.002214999997989,1319.575,,0.08526167279548635,1.1951698070717605,20.477059068095436,3.13926219873147,369.6607355736,64.28285747366347,42.733586509751106,66.47742211406666,0.027967926511364597,0.0185923565635118,72.6125,69.4625,,
12.016074999999255,1339.8322000000253,,0.08062877016370983,1.1384026434138543,18.922580544705333,3.1365842478633708,360.96899589864,59.352268065448634,39.46572094936893,66.49404013651086,0.028845352777777087,0.019180440453573245,72.6125,69.4625,,
13.00474499999918,1359.5526000000164,,0.07746781003488613,1.085063808455216,17.525676241813425,3.136438102031281,351.64893769296,54.96819872868801,36.93608770042282,67.19537578943041,0.029376793158383017,0.01973984655765915,72.5,69.35,,
14.001554999999701,1379.5344999999925,,0.07361320890289275,1.0308605504529598,16.308240671950934,3.1312306316015595,344.00439556919997,51.06486273954316,34.336400057768444,67.24075659010697,0.03002238291488372,0.020187277418346826,72.3875,69.35,,
15.013794999998062,1399.8004000000283,,0.07077650092613297,0.977315350067904,15.2851894158198,3.1365674129311705,337.40705099663995,47.94302702214082,32.37666209550835,67.53153504587084,0.03018579701591561,0.020384932090678484,72.3875,69.2375,,
16.00295999999903,1400,,0.07070520021505121,0.96720402757992,14.908664446100973,3.1313906403660896,332.48522250599996,46.68485230687928,31.875445788076266,68.27791930998406,0.030343231401699318,0.020717727052494007,72.3875,69.2375,,
17.007234999999405,1400,,0.06985776997596042,0.9544677145162201,14.861530060634923,3.1333241442844435,332.69466201624,46.565990959996455,31.506413308835278,67.65970756619689,0.030294394514546685,0.020497098737492277,72.3875,69.125,,
18.002669999999924,1400,,0.06948671338805683,0.9517643754964699,14.929553854797435,3.137144608072559,334.05601883279996,46.83616937650666,31.475827645112695,67.20410329052483,0.030237945963725976,0.020321140438395485,72.3875,69.125,,
19.002629999998955,1400,,0.07013665989631736,0.9663883202411607,14.905522128957966,3.1345316263165333,332.38050275088,46.72183051997969,31.60641265939053,67.64806153276605,0.03057570407168745,0.020683871104491578,72.3875,69.125,,
20.004454999998213,1400,,0.07951393019684165,1.0320589868356964,17.949806808937556,3.129492890471783,345.99407091648,56.17379279391208,37.3011250343254,66.40307370943265,0.02766830721287818,0.01837260643271977,72.3875,69.125,,
21.014775000000373,1400,,0.08213337690430426,1.1295126615754831,18.903101739673144,3.128006302984297,355.73300814263996,59.12902138765102,39.61227192573546,66.992943559875,0.02851421053791304,0.01910250897220801,72.3875,69.0125,,
22.00715499999933,1400,,0.08365885162290672,1.1342079020743243,19.042930423941332,3.1351581174180323,358.87460079624,59.70259789804648,40.70485568411949,68.17937094400943,0.027864191704205496,0.01899763062256017,72.275,69.0125,,
23.002984999999406,1400,,0.08327606287498561,1.1264100792789862,19.022480826668072,3.1367125654544266,358.56044153088,59.66805463512565,40.48751663910389,67.85459470178456,0.027821169900824942,0.018877942077499644,72.275,69.0125,,
