Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),4LHE Temp (ºF),App message,
507.88757914674915,1557.45,,0.08262033127560249,1.1764491852576966,12.529205609359956,4.453315692847651,3467,55.796420351861684,40.67467356529253,72.90210173929637,0.028925157873105827,0.021087045210649608,78.6875,75.2,,
508.4676143967492,1554.35,,0.08187869761358035,1.1742483937177548,12.531405155187095,4.4171665535077125,3445,55.353275978177706,40.049199134535634,72.35460486740682,0.02932049037261098,0.021214827696254136,78.6875,75.2,,
508.97764964674917,1551.7,,0.08176485720016655,1.1760860774490367,12.53362140781127,4.376665856386991,3426,54.85544006248021,39.77401726978296,72.50751763868354,0.02957131832866597,0.021440711062964215,78.580625,75.30687499999999,,
509.47609164674907,1549.05,,0.08240462840244063,1.1702089549174362,12.535346123182052,4.3420801562291045,3412,54.429450390072034,39.9194384270033,73.34257480739676,0.029314406813629578,0.021499763762073566,78.575,75.3125,,
509.97599764674914,1546.4,,0.08220027144130178,1.1684203635320045,12.535383629444379,4.35599127168004,3400,54.60400435907492,39.680022574498324,72.66964453014522,0.029446787972271182,0.02139857866990405,78.575,75.3125,,
510.47570839674916,1543.85,,0.08100114961895895,1.1549144566893392,12.538219522124376,4.300048196872306,3388,53.91492736410432,38.96096074060428,72.26467016433998,0.029642651649137486,0.021421134585536156,78.575,75.3125,,
510.9752111467495,1541.1,,0.07952997131861274,1.1391833253413814,12.540671533044376,4.255398547600739,3379,53.36553536764849,38.153720126017035,71.49679642879389,0.02985937812626985,0.021347609131223716,78.575,75.3125,,
511.47603739674923,1538.5,,0.07781299639075608,1.1164294476088592,12.544448229065145,4.178647350572446,3369,52.41867706949347,37.22653901309197,71.01875866614894,0.029991870435040046,0.02129990425795709,78.575,75.3125,,
511.97561839674927,1535.9,,0.07620204171243146,1.096744265807948,12.547770920272344,4.116761888508789,3362,51.65616581169438,36.36995918253952,70.41011404375355,0.03015553536454166,0.02123216993405444,78.575,75.3125,,
512.4951568967492,1533.05,,0.0758934232999738,1.0831790822121632,12.55030075839004,4.07615681509511,3352,51.156982822421696,36.114233254233916,70.5961552571408,0.029993178089029626,0.021174229592065268,78.575,75.3125,,
513.0005486467492,1530.45,,0.07485425531396311,1.0859254177769473,12.553068813645853,4.024000183923087,3332,50.51354329735799,35.41695937294109,70.11364528185014,0.03066170240682114,0.02149787567592952,78.575,75.3125,,
513.5010423967493,1527.85,,0.07532513278866325,1.0843764292674556,12.553792465745342,4.02135791629658,3325,50.48323836290799,35.56044015461137,70.44122809428936,0.0304954222283194,0.021481056799866283,78.575,75.3125,,
514.0010391467492,1525.1,,0.07415891186686764,1.0708783934649782,12.556956402888677,3.960876911798548,3312,49.73654837861683,34.87261426132039,70.11568587444482,0.03070839387127832,0.021531133615748342,78.575,75.3125,,
514.5011718967493,1522.55,,0.07337217901141382,1.0489401894080905,12.55965638015785,3.9140420086012417,3299,49.159021245512456,34.372318496375996,69.92104185197526,0.03051725376489871,0.02133781158174064,78.575,75.3125,,
515.0006506467491,1519.9,,0.0731749656235349,1.0517429704095747,12.561360001660853,3.887136392798765,3284,48.82769811349148,34.12225851321018,69.88408622689646,0.03082304553746721,0.02154055161609205,78.575,75.3125,,
515.5011131467493,1517.25,,0.07307833521259544,1.0429151368885323,12.56231005469187,3.8809305969008845,3273,48.75342690049841,33.96290701489689,69.66264592845492,0.030708416962512843,0.021392114672057466,78.614375,75.3125,,
516.0006976467492,1514.65,,0.07267848833249015,1.0364108916309935,12.564622741354095,3.8381250136878,3260,48.22458956615486,33.63636239632076,69.74976908804061,0.03081235040410784,0.02149142588630287,78.6875,75.3125,,
516.5005688967492,1512,,0.07218896204558654,1.0385052042835865,12.56662701925979,3.803852586581139,3248,47.80158769126587,33.28967601317787,69.64106141157065,0.031197464202695434,0.021725620749892174,78.6875,75.3125,,
517.0006958967494,1509.3,,0.07207772743037345,1.033082625286675,12.568366525997323,3.7758172450811562,3235,47.455831291401125,33.10983067216716,69.77010863695158,0.031201311580637762,0.021769113268609152,78.6875,75.3125,,
517.5009396467493,1506.75,,0.07136035132113583,1.013368185975193,12.570464677697764,3.7404383450981866,3228,47.01903888290152,32.70062305870163,69.54809411508643,0.03098933633729859,0.021552544668339314,78.6875,75.3125,,
518.0096528967492,1504,,0.07064021236351778,1.0060874235544008,12.572541284995989,3.7062575156757847,3214,46.597035853166645,32.23146235228092,69.17522341965449,0.031214786736270875,0.02159310938069733,78.6875,75.3125,,
518.5671978967491,1501.1,,0.06962648515252427,0.9929320699453003,12.57482727313786,3.668670143625101,3207,46.13287235941955,31.704200780862834,68.72243716961859,0.03131961862182563,0.021523290535014897,78.6875,75.41375,,
519.0764988967493,1498.4,,0.069029344786259,0.9928262213019714,12.576819163827968,3.632143701831309,3190,45.68080782628973,31.26028839589095,68.43162254733923,0.0317614949503596,0.021734353156049067,78.6875,75.425,,
519.5759901467492,1495.8,,0.06857928508803618,0.9928591060450928,12.578291479178366,3.6119153474006573,3178,45.43172004023073,30.942877754422746,68.10931091776581,0.032087163342004406,0.021854014403307663,78.72125,75.425,,
520.0758848967492,1493.1,,0.06922951066406578,0.9877156543022301,12.579761921789352,3.5892155853614525,3166,45.15147332052806,31.117667411796226,68.9186944933759,0.0317414688583135,0.021875667194012495,78.8,75.425,,
520.5768136467492,1490.45,,0.06907344741585818,0.9753023762001302,12.581606396253061,3.5596184091989995,3160,44.78570594369908,30.9954511322692,69.20762511721367,0.031466584490481384,0.0217770316540824,78.8,75.425,,
521.0818301467491,1487.8,,0.06774844033655399,0.9701714260088562,12.583922196410487,3.518452058136463,3149,44.275915536104435,30.290980546264542,68.41352519954482,0.03202971482856049,0.0219122494437878,78.8,75.363125,,
521.6009051467496,1485.05,,0.06675708424936087,0.9578137840063873,12.585548992155013,3.4934592934695723,3145,43.967098190728976,29.812588297975726,67.80666183465772,0.03212764771197401,0.021784721967618034,78.8,75.3125,,
522.1023908967493,1482.4,,0.06614455883945773,0.949381863349523,12.587583593146546,3.4556866978496332,3134,43.49874387049827,29.433321934256366,67.66480920067761,0.03225536922960953,0.021825505619827292,78.8,75.3125,,
522.6055108967494,1479.8,,0.06590174386134039,0.9393376351690077,12.58944562984362,3.4246643306448403,3118,43.11462230008711,29.177978756026995,67.67520611818574,0.03219359617817842,0.021786999270191756,78.8,75.3125,,
523.1260473967493,1477,,0.06552087570341265,0.9268613813536947,12.591064214473857,3.4007620771420677,3115,42.81919882998112,28.978952785013423,67.67681223342467,0.03198584417126421,0.021646544152588737,78.8,75.3125,,
