Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),4LHE Temp (ºF),App message,
0,1000,,0.00031222101270298174,-0.0019918717912031105,13.098661605315701,-0.003251357001537891,0,0.042588425121218756,0,0,0,0,76.325,75.3125,,
1.0253850000000093,1050,,0.007972170741932289,0.010027787179868968,13.090048821609287,0.1697423666746672,370,2.2219358668668985,0.41925711505325036,18.869001635246807,0.02391798927156031,0.0045130857867688706,76.4375,75.3125,,
2.0239949999999953,1050,,0.004060949503486828,0.022363944125113947,13.089270200580753,0.166582797150847,549,2.18044724267597,0.316656808296112,14.522562256883251,0.07062518012940049,0.010256585753328126,76.4375,75.3125,,
3.0017950000000417,1050,,0.0032447621087359053,0.02612424978467552,13.088905861420375,0.1583669811228261,598,2.0728505074740085,0.27549758770291277,13.290760076983856,0.09482569340261165,0.012603055401477423,76.4375,75.3125,,
4.022344999999972,1050,,0.0029444060088662984,0.02922954359305202,13.088240523762735,0.15896521876860448,619,2.0805750181560576,0.25889578162955,12.443472567453997,0.11290081054652379,0.014048781388789896,76.4375,75.425,,
5.0247949999999255,1050,,0.0029640322436300087,0.030190639883457743,13.087735055968462,0.1570209245611714,630,2.0550482588998222,0.2651997045120364,12.904792058460565,0.1138411520442984,0.014690963948272637,76.4375,75.3125,,
6.022169999999925,1144.971974999996,,0.020377768522546146,0.0711103752037599,13.06935490461321,0.5412762574121628,1001,7.074131509560332,2.895936298622767,40.93698703097412,0.02455522769529778,0.010052170377050218,76.325,75.3125,,
7.0011600000000325,1237.1462000000074,,0.03420271788540775,0.24144670372454197,13.036808399470786,1.1786051596213398,1759,15.36524964461109,8.543134260579956,55.60036093247733,0.028262075294618067,0.01571381587081615,76.325,75.3125,,
8.023474999999976,1334.9833749999955,,0.046955034692990366,0.4847466387684939,12.995456921778963,1.9597332386445965,2357,25.467628880984226,15.711581355975174,61.69236024837183,0.030852823009069226,0.019033834717547538,76.4375,75.3125,,
9.019879999999889,1429.9382499999979,,0.06208908139792646,0.7431127824363244,12.945819391162878,2.8816709751403016,2826,37.30559198892256,24.916647501072593,66.790650335937,0.029823947318929463,0.019919608370160238,76.4375,75.3125,,
10.003729999999981,1522.8643999999906,,0.07911591537280585,1.0003215554242328,12.883897479045405,4.060365804250619,3249,52.31333674938672,36.49826935830315,69.76857456665871,0.027407369527691464,0.019121731045687113,76.325,75.3125,,
11.023214999999967,1619.9434749999916,,0.10591364397696464,1.3619444474413043,12.790912332145187,5.909677850821515,3775,75.59017130107817,56.76144605760382,75.09104038343966,0.023994181650325606,0.018017480632721867,76.325,75.3125,,
12.019594999999972,1714.5516000000027,,0.12895218254750032,1.8131157613072821,12.674653678948351,8.253945567754707,4308,104.61590155618164,78.87289857859707,75.39283933450608,0.02298781703198732,0.01733116796143642,76.325,75.2,,
13.024089999999967,1809.3981750000034,,0.1571141587800722,2.280810513278579,12.537460278433926,11.021500641326659,4806,138.181626499367,107.19978703633295,77.57890086553874,0.0212762597420604,0.016505888453187567,76.325,75.2,,
14.00636499999999,1902.9707999999903,,0.18931675638890177,2.761917505539946,12.375755862241169,14.315747225181052,5256,177.16819264439715,141.28242023619507,79.74479963216075,0.019548911328972067,0.015589240169557546,76.325,75.2,,
15.023905000000028,1999.9771999999898,,0.1771726682503189,2.7138137139686918,12.393403339019855,13.22635381064119,5168,163.9195374798585,129.9949215486488,79.30410465233398,0.02087630564054831,0.016555767272721532,76.325,75.2,,
16.018469999999972,2000,,0.17119494596005022,2.656010398485304,12.399313991850667,12.5647579788485,5084,155.7943794113535,123.57772474273999,79.32104175366308,0.021492630682548156,0.017048178557664623,76.2125,75.0875,,
17.02443499999994,2000,,0.16626113346463633,2.5437078616543487,12.399897453077276,12.108692100191414,5011,150.14654033326045,118.29755144169806,78.78806343398163,0.021502624785162978,0.016941501655705262,76.325,75.0875,,
18.02396499999997,2000,,0.16251877535072518,2.48851106586905,12.404364292930547,11.606148170681031,4957,143.96688994685698,114.37129141966868,79.442774280869,0.021758179303386756,0.0172853012716163,76.325,75.0875,,
19.02129999999993,2000,,0.15830536575250434,2.4369628017334337,12.40010681666838,11.370783238833774,4893,140.99892675072124,109.97989965320826,78.00052254840705,0.022158256276080753,0.017283555682958193,76.325,75.0875,,
20.02033999999985,2000,,0.15006462257818912,2.3126951446123627,12.40660428390965,10.912711838511333,4864,135.38969744474625,103.6354125269242,76.5460108729608,0.022315684264889002,0.017081766103777537,76.325,75.0875,,
21.000579999999957,2000,,0.1505629432625366,2.313924271224681,12.402011681775813,10.768191421554684,4815,133.5472358017193,102.9382359692754,77.08001992801275,0.02247876359485441,0.017326635458484656,76.325,75.0875,,
22.021959999999964,2000,,0.14716260388681818,2.2886774811941337,12.40083465808659,10.557107574981233,4774,130.91694550497573,99.74398224863202,76.18874841900515,0.022945519414786775,0.01748190406036588,76.325,75.0875,,
23.002969999999973,2000,,0.14086836322495697,2.2295184173545075,12.40833498469312,10.178766462768834,4743,126.30154400099556,94.85945192053698,75.10553625519357,0.02350338708705757,0.017652344909868507,76.325,75.0875,,
24.002044999999924,2000,,0.1415340649830078,2.208562722735077,12.400493769545688,10.195162321955634,4739,126.42504685291779,95.23977989841018,75.33299948799831,0.023189498391227845,0.017469344704333048,76.325,74.975,,
