Time (s),ESC (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),4LHE Temp (ºF),90% settling time (s),Max acceleration (RPM/s)
14.34447,1170,0.04730385,0.522939484,22.07297286,1.307206112,260.438031,28.85392505,16.70415181,57.89213005,0.031305959,0.018123686,73.2875,,
14.37292,1170,0.047206665,0.527305505,22.07281517,1.309632761,260.9616298,28.90728186,16.70257688,57.77982503,0.031570309,0.018241269,73.2875,,
14.394265,1170,0.047066347,0.530498523,22.07258887,1.31184641,261.3805088,28.95584647,16.68072064,57.6074357,0.031803094,0.018320947,73.2875,,
14.41852,1170,0.046972402,0.533992336,22.07245804,1.31270686,261.9041076,28.97466708,16.68053599,57.56937931,0.0320129,0.018429628,73.2875,,
14.44544,1170,0.04691464,0.537663587,22.07226713,1.313489494,262.4277063,28.99169099,16.69280133,57.57788096,0.032209308,0.018545437,73.2875,,
14.4721,1170,0.046835522,0.541076001,22.07238665,1.313771649,263.0560249,28.99807579,16.70116227,57.5940362,0.032397506,0.018659031,73.2875,,
14.49568,1170,0.046775669,0.54377928,22.07237813,1.314416738,263.3701841,29.01230327,16.70038636,57.56311798,0.03256088,0.018743058,73.2875,,
14.521765,1170,0.046665405,0.546574067,22.0725896,1.311495355,263.6843434,28.94809873,16.68591126,57.6407847,0.032756621,0.018881173,73.2875,,
14.54663,1170,0.046537245,0.548896695,22.07265877,1.309693525,263.9985027,28.90841828,16.65948892,57.62850378,0.032947991,0.018987434,73.2875,,
14.572345,1170,0.046425545,0.551216744,22.07267268,1.310561165,264.3126619,28.92758761,16.63687902,57.51215497,0.03313222,0.019055054,73.2875,,
14.59882,1170,0.046319877,0.553475288,22.07266808,1.311124293,264.5221014,28.94001133,16.61562109,57.41401031,0.033310539,0.019124916,73.2875,,
14.62297,1170,0.046224601,0.555694014,22.07278434,1.310056905,264.7315409,28.91660354,16.59443554,57.38722226,0.033486768,0.019217126,73.2875,,
14.645615,1170,0.046155944,0.557554687,22.07288502,1.309962025,265.0457002,28.91464116,16.58404709,57.35518901,0.033619941,0.019282781,73.2875,,
14.672405,1170,0.046051886,0.559334796,22.07302539,1.308937827,265.2551397,28.8922179,16.56336271,57.32811087,0.033769399,0.019359358,73.2875,,
14.695225,1170,0.04595494,0.560992521,22.07292416,1.30933592,265.3598595,28.90087246,16.53586334,57.21579293,0.033925808,0.01941092,73.2875,,
14.72181,1170,0.045884776,0.562764387,22.07289946,1.308676874,265.569299,28.88629306,16.52129142,57.1942249,0.034062978,0.019482056,73.2875,,
14.744995,1170,0.045829653,0.56426603,22.07294911,1.308657588,265.8834582,28.88593236,16.5213642,57.19519104,0.034153719,0.019534285,73.2875,,
14.768905,1170,0.045744265,0.565911641,22.07303168,1.308064814,265.988178,28.87295609,16.49965605,57.14571102,0.03429839,0.019600059,73.2875,,
14.79456,1170,0.045646992,0.567952082,22.07317912,1.307916435,266.1976175,28.86987374,16.477749,57.07593026,0.03446782,0.019672829,73.2875,,
14.816735,1170,0.045587397,0.569283901,22.07312215,1.308444307,266.407057,28.88145101,16.46498942,57.00887194,0.034575419,0.019711056,73.2875,,
14.844255,1170,0.045542697,0.570705188,22.07312937,1.308317265,266.5117768,28.87865624,16.4558072,56.98259319,0.034681081,0.019762179,73.2875,,
14.868595,1170,0.045443274,0.57181092,22.07330009,1.307182462,266.6164965,28.85383076,16.42667706,56.93066267,0.034809896,0.019817504,73.2875,,
14.89487,1170,0.045348135,0.572946226,22.07324303,1.307211228,266.7212163,28.85439114,16.39817862,56.83079066,0.034939626,0.019856466,73.2875,,
14.9178,1170,0.045292652,0.5737295,22.07324267,1.308643098,266.825936,28.88599666,16.38402494,56.719611,0.035017616,0.019861856,73.2875,,
14.94567,1170,0.04526618,0.574671515,22.0732423,1.310073775,266.825936,28.91757586,16.37809917,56.63717887,0.035087803,0.019872742,73.2875,,
14.97266,1170,0.045268773,0.574940902,22.07332561,1.308977241,266.9306558,28.89348086,16.3848649,56.70782616,0.035089755,0.019898638,73.2875,,
14.99811,1170,0.045244304,0.575133761,22.07334191,1.308918917,267.0353756,28.89221479,16.38173858,56.6994905,0.035108225,0.019906185,73.2875,,
15.022285,1170,0.045224184,0.575292336,22.07346932,1.307310483,267.1400953,28.85687785,16.37861685,56.75810437,0.035124598,0.019936056,73.2875,,
15.047435,1170,0.045237615,0.575663076,22.07346623,1.307378314,267.1400953,28.85837106,16.38661415,56.78287982,0.035130081,0.019947871,73.2875,,
15.0718,1170,0.045199832,0.576194158,22.07357272,1.306086439,267.2448151,28.82999399,16.37794915,56.80871512,0.035181093,0.019985927,73.2875,,
15.10119,1170,0.045126798,0.576962304,22.0736282,1.306619813,267.2448151,28.84183995,16.35356143,56.70082582,0.035280529,0.020004351,73.2875,,
15.126165,1170,0.045095686,0.577900783,22.07372022,1.305280818,267.3495348,28.81240358,16.34458471,56.72759882,0.035357324,0.020057361,73.2875,,
15.153815,1170,0.045061989,0.578691166,22.07366497,1.305220944,267.3495348,28.81100982,16.33402069,56.69367646,0.03542858,0.020085765,73.2875,,
15.204705,1170,0.044983605,0.580493658,22.07380065,1.303069754,267.3495348,28.76370197,16.30795381,56.6962967,0.035595738,0.020181465,73.2875,,
15.229145,1170,0.044984219,0.581327587,22.07385477,1.303305668,267.3495348,28.76898005,16.30832954,56.68720098,0.035646053,0.02020675,73.2875,,
15.253175,1170,0.044953682,0.581909641,22.07366765,1.305064394,267.3495348,28.80755769,16.29728988,56.57296622,0.035705915,0.020199895,73.2875,,
15.274945,1170,0.044921426,0.582738896,22.07363357,1.306283822,267.3495348,28.83443042,16.28474419,56.47673269,0.035784344,0.020209829,73.2875,,
15.298175,1170,0.04488427,0.583573868,22.07371485,1.305024947,267.3495348,28.80674855,16.27091133,56.48298454,0.035866084,0.020258235,73.2875,,
15.323145,1170,0.04487061,0.584414218,22.07370999,1.305839735,267.3495348,28.82472761,16.26583526,56.43014387,0.03592894,0.020274752,73.2875,,
15.34881,1170,0.044858037,0.584581439,22.07371479,1.305451686,267.3495348,28.81616819,16.26038927,56.42800653,0.035951257,0.020286578,73.2875,,
15.37311,1170,0.044824671,0.584749659,22.07383566,1.304633197,267.3495348,28.7982588,16.2468874,56.41621431,0.035991488,0.020305035,73.2875,,
15.397935,1170,0.044812821,0.585017007,22.07379162,1.304876455,267.3495348,28.80357096,16.24221537,56.3895893,0.036018301,0.020310572,73.2875,,
15.423465,1170,0.044828864,0.585267518,22.07391862,1.306320471,267.3495348,28.83561178,16.24707295,56.34377752,0.036022951,0.020296692,73.2875,,
15.44907,1170,0.044863013,0.58587945,22.07388926,1.307726752,267.2448151,28.8666155,16.25702457,56.31773691,0.036038541,0.020296091,73.2875,,
15.47456,1170,0.044896328,0.58639327,22.07373216,1.308585017,267.3495348,28.88535517,16.2715462,56.33147351,0.036037956,0.020300712,73.175,,
15.49705,1170,0.044942495,0.586742387,22.07374617,1.308443849,267.3495348,28.8822574,16.28973847,56.40050306,0.036019141,0.020314977,73.175,,
15.52443,1170,0.045004993,0.587067387,22.07385037,1.308401458,267.3495348,28.88145801,16.31194957,56.47896849,0.03599002,0.020326792,73.175,,
15.547225,1170,0.045018828,0.587116989,22.07396437,1.307354148,267.3495348,28.85848889,16.31681177,56.5407698,0.035982335,0.020344689,73.175,,
15.57347,1170,0.045035307,0.587323465,22.07385328,1.307163694,267.3495348,28.85413958,16.32273635,56.5698253,0.035981924,0.020354912,73.175,,
15.597355,1170,0.045032514,0.5875775,22.07380515,1.306029128,267.3495348,28.82903248,16.3217132,56.61554273,0.035999744,0.020381451,73.175,,
15.62181,1170,0.045040753,0.587419563,22.07380648,1.306022925,267.3495348,28.82889731,16.32469744,56.62615972,0.035983489,0.020376068,73.175,,
15.645085,1170,0.045044784,0.587569344,22.07371191,1.306489323,267.3495348,28.83906893,16.32615809,56.61125234,0.035989444,0.020374075,73.175,,
15.66808,1170,0.045026986,0.587696979,22.07359178,1.307686255,267.3495348,28.86533257,16.31970733,56.53739582,0.03601149,0.020359959,73.175,,
15.69577,1170,0.045011186,0.587987227,22.07359412,1.307258934,267.3495348,28.85590312,16.31398084,56.53602581,0.036041922,0.02037667,73.175,,
15.721565,1170,0.044998383,0.58797181,22.07348113,1.309360146,267.3495348,28.90213649,16.30934064,56.42953296,0.036051231,0.020343541,73.175,,
15.74659,1170,0.044993767,0.587907339,22.07357801,1.30983755,267.3495348,28.91280134,16.30766741,56.40293106,0.036050977,0.020333808,73.175,,
15.771425,1170,0.044980311,0.587807036,22.07367414,1.309316043,267.3495348,28.90141568,16.30279055,56.40827678,0.036055609,0.020338348,73.175,,
15.795095,1170,0.044962226,0.587586747,22.07382856,1.30805991,267.3495348,28.8738902,16.29623581,56.4393495,0.036056593,0.020350107,73.175,,
15.8174,1170,0.044963745,0.587661714,22.07380613,1.30807515,267.3495348,28.87419725,16.29578504,56.43718818,0.036062191,0.020352487,73.175,,
15.84465,1170,0.044951081,0.587623434,22.07369195,1.30788677,267.2448151,28.86988967,16.29005462,56.42575985,0.036072527,0.020354197,73.175,,
15.86845,1170,0.044993524,0.587376218,22.07267755,1.314993559,267.2448151,29.0254288,16.3058136,56.17768375,0.036022503,0.020236608,73.175,,
15.894305,1170,0.045011632,0.58728049,22.07277957,1.313078771,267.3495348,28.98329826,16.31668094,56.29683963,0.035992644,0.020262721,73.175,,
15.91998,1170,0.04503351,0.58775357,22.07290464,1.311406068,267.4542546,28.94654109,16.32991335,56.41404028,0.035992449,0.020304795,73.175,,
15.94472,1170,0.045085626,0.587718704,22.07308163,1.309688988,267.4542546,28.90887194,16.34971607,56.55604999,0.035946722,0.020330046,73.175,,
15.96819,1170,0.045111949,0.587733134,22.07298972,1.309383989,267.4542546,28.90201933,16.35904647,56.60174222,0.035927102,0.020335366,73.175,,
15.995165,1170,0.045108632,0.587811056,22.07304578,1.309071774,267.4542546,28.89520118,16.35769984,56.61043761,0.035934823,0.020342861,73.175,,
16.02181,1170,0.045108265,0.587719689,22.07095062,1.3234212,267.4542546,29.20916395,16.35867926,56.00529782,0.035927087,0.020121072,73.175,,
16.04704,1170,0.04521003,0.587752047,22.07124953,1.319907006,267.6636941,29.1319969,16.40373238,56.30830057,0.035830385,0.020175481,73.175,,
16.07202,1170,0.045269758,0.587765154,22.07154523,1.317199778,267.7684138,29.07263447,16.43212416,56.52093268,0.035769274,0.020217127,73.175,,
16.09804,1170,0.045294615,0.587826017,22.07189645,1.316831544,267.7684138,29.06496949,16.44587655,56.58315434,0.035743064,0.020224553,73.175,,
16.14642,1170,0.045266884,0.588273951,22.07240845,1.312454542,267.7684138,28.96903273,16.43405769,56.72974256,0.035796026,0.020306993,73.175,,
16.17234,1170,0.04520725,0.588385521,22.07267876,1.311312818,267.7684138,28.94418659,16.41179727,56.70153216,0.035851376,0.02032828,73.175,,
16.196675,1170,0.045160492,0.588585618,22.07274415,1.311318306,267.7684138,28.94439347,16.39464815,56.6418784,0.035901083,0.020335048,73.175,,
16.223415,1170,0.045121383,0.58867634,22.07288755,1.310558803,267.7684138,28.92781709,16.37940008,56.62162489,0.035940043,0.020349836,73.175,,
16.246415,1170,0.045080243,0.588641975,22.07298698,1.309130639,267.7684138,28.89642356,16.36473583,56.63239189,0.035970148,0.020370755,73.175,,
16.271645,1170,0.045053241,0.588712004,22.07328388,1.308271481,267.7684138,28.8778478,16.35539984,56.6364916,0.035994963,0.020386284,73.175,,
16.2966,1170,0.045042914,0.5886392,22.0733714,1.30745558,267.7684138,28.8599526,16.35185343,56.65932185,0.035998317,0.020396402,73.175,0.621965,338
16.321985,1170,0.045046221,0.588201112,22.07336105,1.308222443,267.7684138,28.87686632,16.35368043,56.63246229,0.035967507,0.020369285,73.175,,
16.34516,1200,0.044980236,0.587555101,22.07338449,1.307901235,267.7684138,28.86980683,16.33026728,56.56521146,0.035979515,0.020351889,73.175,,
16.366195,1200,0.044948098,0.58711811,22.07341679,1.307396866,267.7684138,28.85871593,16.31881757,56.54727538,0.035977981,0.020344568,73.175,,
16.395815,1200,0.044920918,0.586640557,22.07339428,1.305613397,267.7684138,28.8193193,16.30900291,56.5905209,0.035970351,0.020355809,73.175,,
16.422135,1200,0.045551494,0.586387592,22.06379735,1.372787096,268.0825731,30.28889628,16.55820289,54.66756773,0.035413722,0.01935982,73.175,,
16.446965,1200,0.046492217,0.586321205,22.05668325,1.423107933,269.4439299,31.38904091,16.9854215,54.11258519,0.034519085,0.018679169,73.175,,
16.472235,1200,0.047885926,0.587005739,22.05069321,1.464918861,271.119446,32.30247638,17.5998425,54.48449925,0.033352897,0.018172159,73.175,,
16.49539,1200,0.049218032,0.588479061,22.04594683,1.499011992,272.7949621,33.04713868,18.20267346,55.08093647,0.032329265,0.017807262,73.175,,
16.5219,1200,0.050733824,0.591299408,22.04152663,1.530530311,274.2610387,33.7352246,18.86824633,55.9304008,0.031338334,0.017527656,73.175,,
16.546605,1200,0.051899895,0.593798421,22.0380989,1.553773283,275.9365547,34.24220928,19.41727189,56.70566325,0.03058094,0.017341125,73.175,,
16.572425,1200,0.053107905,0.59786547,22.03504617,1.574842027,277.1931918,34.70171679,19.95804064,57.51312181,0.02995612,0.0172287,73.175,,
16.594155,1200,0.053902944,0.601335023,22.03279979,1.591798754,278.9734276,35.07178324,20.38794823,58.13205474,0.029494632,0.017145835,73.175,,
16.62169,1200,0.054735123,0.606174823,22.03065448,1.606941616,280.2300647,35.40197551,20.79265203,58.73302757,0.029153319,0.017122627,73.175,,
16.64776,1200,0.055313553,0.611019141,22.02887133,1.618263221,281.2772623,35.64851227,21.09599468,59.17777023,0.028963751,0.017140102,73.175,,
16.67279,1200,0.055739806,0.615754107,22.02735395,1.630203882,282.4291796,35.90907792,21.34528885,59.44259805,0.028847307,0.017147589,73.175,,
16.69749,1200,0.056102924,0.620092362,22.02608029,1.639756095,283.3716574,36.1173994,21.55290349,59.67457194,0.028770711,0.017168799,73.175,,
16.723735,1200,0.056383897,0.625782326,22.02519346,1.645921989,284.2094154,36.25175023,21.72489031,59.92783845,0.028804856,0.017262127,73.175,,
16.74693,1200,0.056578567,0.630397687,22.02431297,1.652570146,285.2566129,36.3967221,21.8845506,60.1278064,0.028805603,0.017320177,73.175,,
16.77131,1200,0.056668969,0.635250834,22.02350688,1.658657916,285.7802117,36.52946403,21.95540449,60.10327573,0.028933688,0.017390095,73.175,,
16.79498,1200,0.056699847,0.639619689,22.02324128,1.659593816,286.6179698,36.54963503,22.03058888,60.27581084,0.029033254,0.017500029,73.175,,
16.816595,1200,0.056731102,0.643491161,22.0229929,1.661098504,287.1415685,36.58236058,22.08749462,60.37744495,0.029133733,0.017590203,73.175,,
16.84556,1200,0.056766619,0.647890432,22.02262583,1.66104863,287.6651673,36.58065247,22.14380641,60.53420294,0.029258314,0.017711287,73.175,,
16.87331,1200,0.05677786,0.65199148,22.02249402,1.660784846,288.2934858,36.57462435,22.19177061,60.67532069,0.029379877,0.017826334,73.175,,
16.89557,1200,0.056715255,0.655795293,22.02213542,1.664178626,288.7123649,36.64876706,22.20039921,60.57611483,0.029539797,0.017894062,73.175,,
16.921895,1200,0.056594868,0.659625451,22.02213822,1.663807592,289.3406834,36.64060076,22.20084286,60.59082655,0.02971173,0.018002583,73.175,,
16.946965,1200,0.056466649,0.66310387,22.02210158,1.663967136,289.7595624,36.6440533,22.18429335,60.53995491,0.029890692,0.018095811,73.175,,
16.971985,1200,0.056340648,0.666856626,22.02214489,1.664392436,290.0737217,36.65349137,22.15831073,60.45347905,0.030095102,0.018193536,73.175,,
16.99856,1200,0.056219274,0.670510025,22.02229767,1.662755069,290.3878809,36.61768709,22.13315185,60.44388276,0.030294376,0.018311097,73.175,,
17.02565,1200,0.056082428,0.673530653,22.02224309,1.662549263,290.7020402,36.61306402,22.10453435,60.37335289,0.030470248,0.018395911,73.175,,
17.07091,1200,0.055875507,0.678943579,22.02238809,1.661868394,291.225639,36.59831073,22.06257481,60.2830414,0.030773542,0.018551227,73.175,,
17.0947,1200,0.055809335,0.681573195,22.02234346,1.661338569,291.5397983,36.58656857,22.06260148,60.30246164,0.030892694,0.018629055,73.175,,
17.118435,1200,0.055703991,0.684092681,22.02254319,1.65865634,291.7492378,36.52783087,22.03173696,60.31493367,0.031050329,0.018727985,73.175,,
17.145175,1200,0.05559366,0.686893523,22.02248336,1.659796043,291.9586773,36.55283074,22.00721335,60.20659112,0.031212199,0.018791801,73.175,,
17.17206,1200,0.055485987,0.689400008,22.02263041,1.660530645,292.1681168,36.56925268,21.98018169,60.10563541,0.031364618,0.018851903,73.175,,
17.196605,1200,0.055390716,0.691243177,22.02250041,1.661299886,292.3775563,36.58597742,21.95531914,60.01020251,0.031484087,0.018893664,73.175,,
17.22229,1200,0.055346556,0.693469278,22.02270125,1.660111066,292.5869958,36.56013004,21.95418948,60.04953882,0.031587105,0.018967911,73.175,,
17.24526,1200,0.055355891,0.694997714,22.0226769,1.661369317,292.6917156,36.58779968,21.9649792,60.03361609,0.031641173,0.018995341,73.175,,
17.267895,1200,0.055328409,0.696423356,22.02284749,1.660943232,292.9011551,36.57869949,21.96879573,60.05898526,0.03170057,0.019039041,73.175,,
17.29658,1200,0.055305061,0.698225474,22.02287598,1.661409226,293.0058748,36.58900933,21.96820916,60.04045904,0.03178345,0.019082929,73.175,,
17.32172,1200,0.055279597,0.699635464,22.02265403,1.661764399,293.1105946,36.59646243,21.96826071,60.0283723,0.031847558,0.019117571,73.175,,
17.34483,1200,0.05526538,0.700816362,22.02248879,1.663103748,293.2153143,36.62568364,21.96961265,59.98417085,0.03189935,0.019134561,73.175,,
17.368975,1200,0.05525341,0.701810699,22.02230136,1.664485136,293.3200341,36.65579327,21.97352281,59.94556616,0.031938925,0.019145969,73.175,,
17.39555,1200,0.055197807,0.702957232,22.02229911,1.664250798,293.4247538,36.65062886,21.95997348,59.91704415,0.032010842,0.01917995,73.175,,
17.42235,1200,0.055153558,0.7039563,22.02231998,1.663261163,293.5294736,36.62886954,21.9494297,59.92385233,0.032071735,0.019218619,73.175,,
17.44558,1200,0.055179693,0.705223968,22.0224988,1.662748606,293.6341934,36.61787917,21.96552987,59.98580576,0.032105939,0.019259006,73.175,,
17.46891,1200,0.055217029,0.706259263,22.02259509,1.662397096,293.6341934,36.61029813,21.98622722,60.05476149,0.032122804,0.019291273,73.175,,
17.49612,1200,0.05526596,0.707205403,22.02240168,1.664958245,293.7389131,36.66637927,22.00675152,60.01888368,0.032135838,0.019287571,73.175,,
17.516845,1200,0.05526615,0.708097322,22.02222026,1.666261092,293.7389131,36.69476877,22.01285206,59.98907418,0.03216745,0.019296956,73.175,,
17.54714,1200,0.055287266,0.709027797,22.02228543,1.665672592,293.9483526,36.68191724,22.03151045,60.06095674,0.032182442,0.019329082,73.175,,
17.572285,1200,0.055252938,0.709504653,22.0226457,1.663562203,293.9483526,36.636041,22.02171177,60.10942005,0.032218415,0.019366303,73.175,,
17.594205,1200,0.055262787,0.709707192,22.02244358,1.666687959,293.9483526,36.70454154,22.02791939,60.01415211,0.03221853,0.019335678,73.175,,
17.61795,1200,0.055251153,0.710117963,22.02244915,1.666175824,294.0530724,36.69327237,22.02721627,60.03066733,0.032238207,0.019352811,73.175,,
17.6448,1200,0.055249843,0.710509643,22.02254497,1.665379423,294.0530724,36.67589322,22.02939346,60.06504962,0.032252801,0.019372661,73.175,,
17.66822,1200,0.055216839,0.71106716,22.022757,1.663658316,294.0530724,36.63834281,22.01728902,60.09357229,0.032295854,0.019407733,73.175,,
17.69457,1200,0.05518219,0.711869446,22.02273195,1.663202125,294.1577921,36.62825459,22.00499677,60.0765639,0.032350354,0.019434981,73.175,,
17.718645,1200,0.055209277,0.71234586,22.02272007,1.662990474,294.2625119,36.6235737,22.02922994,60.15041056,0.032336394,0.019450474,73.175,,
17.744385,1200,0.055293586,0.712694875,22.02261574,1.664462691,294.4719514,36.65582225,22.07615285,60.2255017,0.032283473,0.019442883,73.175,,
17.766285,1200,0.055322743,0.712805541,22.0227153,1.665293023,294.5766712,36.67427415,22.09883224,60.25704054,0.032255349,0.019436119,73.175,,
17.79496,1200,0.055286096,0.712940563,22.02305288,1.66308143,294.6813909,36.62613026,22.08870734,60.30860258,0.032276246,0.019465353,73.175,,
17.82171,1200,0.055157208,0.713348097,22.02348783,1.660448098,294.6813909,36.56885848,22.03748523,60.26298372,0.03236976,0.019506983,73.175,,
17.8444,1200,0.055060744,0.71375972,22.02354607,1.660197172,294.6813909,36.5634289,21.99722206,60.16181393,0.032447721,0.019521137,73.175,,
17.86701,1200,0.054963195,0.713650138,22.02371067,1.65872241,294.6813909,36.53122246,21.95776258,60.10683767,0.032501041,0.019535348,73.175,,
17.897025,1200,0.054860086,0.713534312,22.02323203,1.660279441,294.6813909,36.56471937,21.91643183,59.93873931,0.032557047,0.019514284,73.175,,
17.923325,1200,0.054811631,0.713762592,22.02308281,1.660058686,294.6813909,36.55960991,21.89704228,59.89408075,0.032596301,0.019523255,73.175,,
17.94774,1200,0.05477749,0.713960698,22.02312087,1.660555627,294.6813909,36.57061729,21.88466959,59.84222091,0.032623782,0.019522796,73.175,,
17.973125,1200,0.054755586,0.714300535,22.02305558,1.65965442,294.6813909,36.55066155,21.87565872,59.85024019,0.032652755,0.019542753,73.175,,
17.997775,1200,0.05473763,0.714542189,22.02318642,1.658383123,294.6813909,36.52288068,21.8685936,59.87642045,0.032674355,0.019564234,73.175,,
18.021975,1200,0.054687778,0.714673955,22.02346837,1.656545257,294.6813909,36.48287209,21.8492578,59.8890837,0.032709301,0.019589301,73.175,,
18.05007,1200,0.054637065,0.714900484,22.0234578,1.655935994,294.6813909,36.46943648,21.82798876,59.85282709,0.032751551,0.019602729,73.175,,
18.075385,1200,0.054529989,0.7152796,22.02365524,1.655157168,294.6813909,36.45261084,21.78342262,59.75819595,0.03283596,0.019622177,73.175,,
18.097465,1200,0.054454375,0.715547316,22.02329739,1.657407167,294.6813909,36.50157092,21.75480789,59.5996483,0.032891456,0.019603192,73.175,,
18.12201,1200,0.05440435,0.715955316,22.02346382,1.656410483,294.6813909,36.47989636,21.73584966,59.5830905,0.032938916,0.019626024,73.175,,
18.146735,1200,0.054401331,0.716402422,22.0230851,1.65800979,294.6813909,36.5144907,21.73588296,59.52673182,0.032959435,0.019619674,73.175,,
18.172355,1200,0.054398602,0.716696585,22.02331835,1.65727104,294.6813909,36.4986077,21.73577217,59.55233237,0.032973137,0.019636272,73.175,,
18.19657,1200,0.054385607,0.716937571,22.02328005,1.657576637,294.6813909,36.50527448,21.73084492,59.52795925,0.032991702,0.019639287,73.175,,
18.22326,1200,0.05439193,0.717350307,22.02348119,1.656434745,294.6813909,36.48045944,21.73089276,59.568583,0.033010623,0.01966396,73.175,,
18.247575,1200,0.054376285,0.717480607,22.02333614,1.657398728,294.6813909,36.5014493,21.72348246,59.51402718,0.033027882,0.019656222,73.175,,
18.271575,1200,0.054333076,0.717613504,22.02321929,1.658661772,294.6813909,36.52907193,21.70571704,59.4203901,0.033061037,0.019644997,73.175,,
18.29453,1200,0.054298488,0.717702952,22.0233122,1.656215375,294.6813909,36.47534827,21.69070206,59.46674422,0.033088046,0.019676384,73.175,,
18.317135,1200,0.054250572,0.717979267,22.02324306,1.657057155,294.5766712,36.4937725,21.67102742,59.38280954,0.033130837,0.019674022,73.175,,
18.34437,1200,0.054209179,0.718194185,22.02317168,1.657926322,294.5766712,36.51279604,21.65436452,59.30623472,0.033166255,0.019669657,73.175,,
18.36746,1200,0.054227301,0.71839041,22.0231628,1.657777159,294.5766712,36.50949626,21.66157239,59.33133736,0.033164278,0.01967681,73.175,,
18.396295,1200,0.054298997,0.718837084,22.02320016,1.658592901,294.5766712,36.52752343,21.6851693,59.36665632,0.033148788,0.019679327,73.175,,
18.424485,1200,0.054360674,0.719124742,22.02324226,1.65855159,294.6813909,36.52668348,21.71583922,59.45198729,0.033115218,0.019687655,73.175,,
18.44694,1200,0.054389458,0.719275367,22.02337017,1.657843795,294.5766712,36.51130757,21.72611783,59.50517602,0.033106484,0.019700071,73.175,,
18.468505,1200,0.0543847,0.719623585,22.02355881,1.65512111,294.5766712,36.4516571,21.72220425,59.59181551,0.033128479,0.019741862,73.175,,
18.496285,1200,0.054411745,0.719737178,22.02311401,1.657662605,294.5766712,36.50689255,21.73037474,59.52403293,0.03312125,0.019715104,73.175,,
18.521755,1200,0.05444668,0.720064236,22.02096888,1.671975216,294.5766712,36.81851419,21.74336467,59.05551908,0.033116505,0.019557124,73.175,,
18.549315,1200,0.054506251,0.720292195,22.02126815,1.670682645,294.5766712,36.79055053,21.77201045,59.17826762,0.033083403,0.019578185,73.175,,
18.572615,1200,0.054532605,0.720450609,22.02179517,1.665680185,294.7861107,36.68126785,21.79541868,59.41838972,0.03305514,0.019640832,73.175,,
18.59525,1200,0.054556272,0.72078109,22.02190064,1.664933827,294.7861107,36.66500733,21.80816426,59.47950336,0.033050975,0.019658556,73.175,,
18.62319,1200,0.0545307,0.721038757,22.02207482,1.663038331,294.7861107,36.62355456,21.79501763,59.51092922,0.033082733,0.019687842,73.175,,
18.644875,1200,0.054518166,0.721167513,22.02254228,1.660353835,294.6813909,36.56521253,21.78574474,59.58052266,0.033102725,0.019722776,73.175,,
18.671695,1200,0.054468027,0.721141984,22.02290249,1.658980834,294.6813909,36.53557314,21.7618338,59.56341158,0.033137924,0.019738078,73.175,,
18.694605,1200,0.054440645,0.721001817,22.02296083,1.660492466,294.6813909,36.56896054,21.75079046,59.47883161,0.033148304,0.019716224,73.175,,
18.723145,1200,0.054401034,0.72091335,22.02312449,1.659011986,294.6813909,36.53662751,21.73248084,59.48135425,0.033172161,0.01973125,73.175,,
18.74884,1200,0.054424796,0.721390136,22.02317914,1.658780519,294.5766712,36.53162052,21.73935001,59.50831005,0.033183611,0.019747006,73.175,,
18.77381,1200,0.054399649,0.721326448,22.02346368,1.657274248,294.5766712,36.4989192,21.72730634,59.52862937,0.033199074,0.019762954,73.175,,
18.79885,1200,0.054370084,0.721349518,22.0234543,1.65707708,294.5766712,36.49456135,21.71228063,59.4945653,0.033223111,0.019765946,73.175,,
18.822975,1200,0.05440519,0.721189863,22.02352258,1.657041202,294.6813909,36.49388433,21.73756356,59.56494892,0.033177125,0.019761938,73.175,,
18.84791,1200,0.05445599,0.721334016,22.02352772,1.657191859,294.7861107,36.49721084,21.76626796,59.63816813,0.033139995,0.019764086,73.175,0.599605,385
18.87471,1200,0.054473627,0.721690235,22.02362035,1.658064753,294.7861107,36.51658863,21.77544834,59.631661,0.033142382,0.019763353,73.175,,
18.899475,1230,0.054502688,0.722108118,22.02331057,1.658307045,294.7861107,36.52141108,21.78370746,59.64640143,0.033149,0.019772186,73.175,,
18.92249,1230,0.054528459,0.722450568,22.02312367,1.659105694,294.7861107,36.53868988,21.79140265,59.63925559,0.033153009,0.019772208,73.175,,
18.945485,1230,0.054542121,0.722837598,22.02340935,1.657733471,294.6813909,36.50894283,21.79455308,59.69647816,0.033165975,0.019798919,73.175,,
18.967085,1230,0.054686729,0.723322214,22.02364543,1.656599499,294.6813909,36.48435998,21.85282171,59.89640964,0.033099717,0.019825542,73.175,,
18.996,1230,0.055492423,0.724246022,22.01252867,1.733289992,295.3097094,38.15409564,22.22020522,58.2380603,0.032594029,0.01898213,73.175,,
19.016915,1230,0.056298726,0.725354557,22.0036905,1.79410782,297.2993848,39.47699319,22.69683606,57.49383178,0.0319584,0.018374109,73.175,,
19.04729,1230,0.058112287,0.72788413,21.99617048,1.847518974,299.0796206,40.63834232,23.56238405,57.98067222,0.030891786,0.017911265,73.175,,
