Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),ESC Temp (ºF),Motor Temp (ºF),App message,
130.7384849999994,2000,,3.105328637250398,22.975757954252472,32.795164003644956,52.14572033505978,3249,1710.1274504764892,1432.4198820208899,83.76100165059496,0.01603982061589215,0.013435114410829898,76.2125,78.125,,
130.76068000000157,2000,,3.106412078363314,23.007328264517394,32.79377904299884,52.161120697077905,3248,1710.5602667751666,1432.61684627629,83.75132254048732,0.016059652184266072,0.013450171099725095,76.2125,78.125,,
130.78556499999948,2000,,3.108236618660048,23.041563860624866,32.792069705609755,52.18248724062629,3248,1711.171759006709,1433.3406920822943,83.76369493815814,0.01607542713878519,0.013465371748537912,76.2125,78.125,,
130.80673000000044,2000,,3.110181677331229,23.06648225222821,32.79067421397367,52.201202754487674,3248,1711.7126330999904,1434.074721995454,83.78010971375951,0.016084574881936545,0.01347567448307824,76.2125,78.125,,
130.8293449999988,2000,,3.112027230037777,23.09739058417783,32.789719844043276,52.214953367192514,3247,1712.1136925800267,1434.7318124067554,83.79886327786575,0.016098751267968385,0.013490570564488507,76.2125,78.125,,
130.85346999999882,2000,,3.114018555799451,23.12995388601508,32.78928180587741,52.22108429154017,3247,1712.2918490437887,1435.6269743672544,83.84242295896959,0.016111395438365525,0.013508184308026555,76.2125,78.125,,
130.87766000000016,2000,,3.1149082701498982,23.150573354836165,32.78799458698708,52.23904239047623,3247,1712.8134391283234,1435.9839328062615,83.83773153584406,0.016121749572499965,0.013516109125473606,76.2125,78.125,,
130.8996099999994,2000,,3.115696995209668,23.162041102091415,32.78701331744223,52.25218505773738,3247,1713.1930873534914,1436.3581179255643,83.84099425385982,0.016125533606857596,0.013519807704729712,76.2125,78.125,,
130.92772000000068,2000,,3.1162608235345592,23.176238786300907,32.78577802872764,52.26736710955676,3247,1713.6262961999478,1436.7596254478508,83.8432293338365,0.01613090900927611,0.013524675034279864,76.2125,78.125,,
130.95059500000067,2000,,3.1162198322664416,23.18831767510065,32.78611241702367,52.263346109619974,3248,1713.5119408398173,1437.0195354568602,83.86399307801473,0.016136396968137644,0.013532626836399934,76.2125,78.125,,
130.97181500000133,2000,,3.1157396618567965,23.19398693258457,32.78635852167163,52.26149168026626,3248,1713.4640031065687,1437.036376163622,83.8673221940015,0.01614015296850334,0.013536314092699397,76.2125,78.125,,
130.99399500000104,2000,,3.115430556928984,23.19677372313543,32.78672301231904,52.2602499277144,3249,1713.442338934538,1437.0165974073002,83.86722825472339,0.01614231440679781,0.013538111669144218,76.2125,78.125,,
131.0198950000014,2000,,3.1145287037251705,23.20098878082923,32.7877978556303,52.24993325341411,3249,1713.1602494831177,1436.7422695840587,83.86502488704966,0.01614833033870855,0.013542801257400915,76.2125,78.125,,
131.0449149999991,2000,,3.113373679393584,23.20511494688002,32.789298231870546,52.23076356733255,3250,1712.6100834875858,1436.4861521269236,83.87701123431674,0.016154081898054864,0.013549561088432204,76.2125,78.125,,
131.06565499999934,2000,,3.112734395447205,23.21183419577454,32.7902184773492,52.220069260232435,3250,1712.3074799453286,1436.4282995736571,83.88845557221534,0.01615941025574614,0.013555879693123607,76.2125,78.125,,
131.09165499999932,2000,,3.1119448252258737,23.22334343765942,32.79025725940275,52.21974364065525,3251,1712.2988279971464,1436.2004448780028,83.87557249910097,0.01616998763681076,0.013562669703408874,76.2125,78.125,,
131.1161000000015,2000,,3.110023541456479,23.238417617989654,32.79059151652403,52.21363881965152,3251,1712.116102126515,1435.4437366791058,83.84032688532213,0.016189013211866915,0.013572921596337209,76.2125,78.125,,
131.1417550000008,2000,,3.108155022237958,23.250259175491866,32.79134999180439,52.20499881650737,3251,1711.872387513827,1434.844034592583,83.81723106571187,0.016204032365157835,0.01358177124946708,76.2125,78.125,,
131.1638200000003,2000,,3.107504467055141,23.25876071291934,32.79215754573444,52.19510394694184,3251,1711.5900717441025,1434.5318458621243,83.81281648825778,0.016213485103177546,0.013588978515877209,76.2125,78.125,,
131.18774500000103,2000,,3.107013058653852,23.269059894822455,32.7937165888139,52.17137197255936,3252,1710.8931865177005,1434.5759163347495,83.84953120624914,0.016220166273440185,0.013600533381153726,76.2125,78.125,,
131.21366500000096,2000,,3.1072124576961984,23.2832402726089,32.79380515388999,52.16758554937549,3252,1710.773635855107,1434.656587624972,83.86010618569524,0.016229138369031965,0.013609772669293614,76.2125,78.125,,
131.23702999999932,2000,,3.107848211006116,23.28875189963416,32.794110615504565,52.159370255252874,3252,1710.5201577858213,1434.856105207911,83.88419736983731,0.016230722938074416,0.013615011663925803,76.2125,78.125,,
131.26641999999993,2000,,3.1087777223930115,23.30323535677023,32.794875509631055,52.14548224624551,3252,1710.1045986552977,1435.259232715321,83.92815467801823,0.016236255322798782,0.013626789481236532,76.2125,78.125,,
131.29048000000046,2000,,3.1103351194978583,23.332075912867907,32.79536451094679,52.137781351494404,3251,1709.877544214303,1435.729147750894,83.96678186744762,0.016251028927996753,0.013645466011186847,76.2125,78.125,,
131.31291500000097,2000,,3.1116667373747493,23.354485909066558,32.79501721761361,52.13534819254735,3251,1709.779641620871,1436.077833445795,83.99198343971351,0.016262688111429634,0.013659354305404239,76.2125,78.125,,
