Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),ESC Temp (ºF),Motor Temp (ºF),App message,90% settling time (s),Max acceleration (RPM/s),
1.729285000000149,1145,,0.00012116008478038849,-0.0012875786420236584,52.219942490526314,0.002728339948708969,0,0.14247375521618785,0,0,0,0,77.1125,76.1,,undefined,0,
3.225270000000484,1905,,-2.3755441243438504,17.42525901573372,31.658925344490505,35.80097813758441,2784,1133.4204941175215,939.1582143367395,82.86052874559728,0.01855412511941871,0.015374046178070025,77.225,76.1,,0.4850649999994785,5352,
10.814520000000485,1145,,0.0013567359026936984,-0.009928561911679123,51.826080149761815,-0.006256724118793966,0,0.32426148565556395,1.0119787456511869e-41,3.1208724761291196e-39,9.81103798310537e+38,0.0306189984037309,77,75.7625,,3.5476000000000933,-3005,
13.948865000000223,1905,,-2.335326449780831,17.041980330938497,31.342270231258375,35.33029117928574,2761,1107.3315334902177,915.4207951731667,82.66908035101609,0.01861655363391076,0.015390133682207693,77.1125,75.7625,,0.4874650000003167,6401,
21.408235000000335,1145,,-0.0012043314235075128,0.008217923591878716,51.68002455465141,-0.00777472031225962,0,0.40179773664312424,2.8646324144796037e-43,7.129538454876771e-41,0,0.020452886719911658,76.8875,75.5375,,3.4533950000000186,-2986,
24.60776000000024,1905,,-2.315295179048095,16.879278371761025,31.210965049705337,34.89807043856175,2750,1089.2024567601059,904.0476824756215,83.000885360171,0.018670783299326907,0.015496915442120276,76.8875,75.5375,,0.5057849999996834,5790,
32.68996499999985,1145,,-0.0015676332187061837,0.016495678387255488,51.596177660348935,-0.014904499352387912,0,0.7690151965243623,2.9991757568996775e-41,3.900021443600515e-39,0,0.021450393258558846,76.6625,75.425,,3.567310000000056,-3704,
35.9295,1905,,-2.3136746220885174,17.0281422894443,31.064901293270662,35.06827089886255,2736,1089.392373998841,898.7379140744841,82.49900912886694,0.01894672743052105,0.015630862392527096,76.55,75.5375,,0.6268500000000932,6168,
43.148785000000146,1145,,-0.0009322527531130114,0.0192653438159952,51.44451343889319,-0.008435740302103811,0,0.4339725553385924,4.781557164571415e-42,1.1018109568796963e-39,0,0.04439300038446917,76.4375,75.3125,,3.3826699999999255,-3089,
46.28589500000002,1905,,-2.295165271620934,16.67366961450832,30.974694360566144,34.77689645436842,2731,1077.2037384831183,890.0558125416745,82.62650608649213,0.018733285463182817,0.015478659253436696,76.4375,75.425,,0.4977050000000745,5349,
53.56308999999985,1145,,-0.0012629337513075103,0.019851939526294136,51.32325806110734,-0.016120641987326323,0,0.8273638688262711,8.941647927281947e-44,1.0807394743943675e-41,0,0.023994206508506144,76.2125,75.3125,,3.6855500000002794,-2587,
56.722,1905,,-2.279520056735695,16.671760740655895,30.900239329432978,34.5421316765164,2728,1067.3601357531447,883.0626615266531,82.73333731951224,0.018879476470937503,0.015619620952858671,76.2125,75.425,,0.5111150000002235,5642,
63.75827999999979,1145,,-0.0006573525384938042,0.011911989732472077,51.18728874077222,-0.006782062814023326,0,0.34715540751946616,2.3197256303805996e-42,6.682095626727419e-40,0,0.034313133180286504,75.9875,75.2,,3.552564999999944,-2818,
66.8755650000004,1905,,-2.2593627417393773,16.58537552873106,30.90020188865433,34.25571833193472,2731,1058.50861229766,876.0385689560368,82.76159105162657,0.01893224352952362,0.015668625966802373,75.9875,75.425,,0.532505000000354,6260,
74.07699500000011,1145,,-0.0004984685396339772,0.013211450301737346,51.08183079673594,-0.011798559866541714,0,0.6026920387478433,7.090319248905178e-44,1.1764414979889347e-41,0,0.021920731405686955,75.875,75.3125,,3.6308650000002234,-2131,
77.18731999999983,1905,,-2.2573913231966993,16.52410429275538,30.809929828156303,34.29502951344396,2722,1056.6274527637577,872.3936126339601,82.56397374042213,0.01894111104603947,0.015638533950196223,75.9875,75.425,,0.5386800000001677,5748,
85.08805500000017,1145,,-0.0002544728281579053,0.0068970539377683285,51.04839425207825,-0.014106342330551969,0,0.7201061247447973,3.857583196272927e-43,5.356964846868979e-41,0,0.00957782985141616,75.7625,75.425,,3.54781500000041,-2989,
88.19953500000015,1905,,-2.2528527395504776,16.412088323055603,30.71371194483502,34.18868247769193,2716,1050.0613453932583,868.7155387059702,82.72997977852691,0.01889236187429418,0.0156296471582897,75.875,75.5375,,0.4750800000000745,5687,
95.50121500000031,1145,,-0.0010755281811332664,0.01819498376295325,50.866246008012865,-0.016198735530168484,0,0.8239688664962889,8.276453183649535e-44,1.0044618820178214e-41,0,0.022082125311751934,75.875,75.65,,3.6210500000002797,-3194,
98.63893000000017,1905,,-2.2404156025058626,16.527285771123697,30.679994575692202,34.000851467874064,2713,1043.1459386032925,862.9363544437908,82.72441300008404,0.01915238092127481,0.015843694692664674,75.875,75.65,,0.5387900000000373,6279,
105.79164000000013,1145,,-0.00072574328919162,0.018660634309660955,50.723814098420156,-0.005777944159188642,0,0.29307936540173724,5.335790520240722e-42,1.8205957669270613e-39,0,0.06367092505499995,75.7625,75.5375,,3.638299999999814,-3500,
