Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),ESC Temp (ºF),Motor Temp (ºF),App message,90% settling time (s),Max acceleration (RPM/s),
2.7933400000000836,1525,,0.8094581205278899,7.583263157831319,45.972922988559624,8.78998141825072,2573,404.1011388121105,295.76097794824454,73.18984025079934,0.025639836635779317,0.018765755474292805,73.175,75.3125,,0.281,9395,
2.1337349999998696,1763,,1.574300494700944,14.630393981977013,43.215910458694445,22.517796914586125,3556,973.12709518782,794.9431527909275,81.6895508019431,0.01840432731650291,0.015034412312970537,73.2875,75.0875,,0.20932999999984167,6104,
4.444499999999767,1525,,0.798427360110328,7.480617213786318,45.74752047371506,8.59191348936575,2561,393.05873826314826,290.36303809237506,73.87268360332963,0.025762980243396065,0.019031804881992298,73.175,74.75,,0.29885000000009315,-3393,
6.6696650000000375,1763,,1.5384114351284996,14.391872602112338,43.12049709727327,22.128579702203336,3561,954.1953568156392,777.9108953172961,81.52532809563826,0.018500669792318757,0.015082731748078504,73.175,74.525,,0.21823499999986962,4171,
8.991155000000028,1525,,0.8006294141405523,7.541717004313871,45.65718199991466,8.615831970541057,2555,393.3746083596764,290.3874415055853,73.81956926921774,0.025971223015747443,0.0191718449641727,73.175,74.4125,,0.31515500000002794,-3024,
11.21214500000002,1763,,1.5466284330056759,14.640732769144428,42.991651935458336,22.177975346054918,3547,953.4677967107692,778.828453578924,81.68377120503617,0.01879840509404396,0.015355246207214733,73.175,74.3,,0.21987999999988825,4790,
13.481695000000066,1525,,0.7896326849774675,7.24150005593895,45.58710356829097,8.658584116589742,2555,394.71977087773575,286.4787785582916,72.57776267990089,0.025277614252552663,0.018345926883358475,73.0625,74.1875,,0.3065249999999069,-4128,
15.584824999999954,1763,,1.5301917181132447,14.264225136236016,42.933858207705285,22.012824509657204,3547,945.095486248722,770.6752865561158,81.5447008021469,0.018508735631030754,0.015092893092584386,73.0625,74.1875,,0.21004999999981375,4681,
17.88801000000001,1525,,0.7853570608108917,7.497191301411488,45.5317748033569,8.639543023664052,2552,393.3737273573848,284.61710426145515,72.35285034754675,0.02634132379663456,0.01905869858614172,73.0625,74.075,,0.31718000000016766,-2816,
20.088899999999906,1763,,1.5248994334872652,14.197090636417663,42.884898647004995,21.839661437614975,3549,936.5916672370216,768.3216267164764,82.03378842596926,0.01847805677043193,0.01515824999628662,73.0625,74.075,,0.2227050000000745,4025,
23.127945000000064,1525,,0.777287088383701,7.071315090091672,45.50991520333178,8.44919902893727,2556,384.5223313430084,282.0685374050928,73.35556726183403,0.025069492525273036,0.018389868451577113,72.95,73.9625,,0.31855999999982304,-3454,
25.317659999999915,1763,,1.535114273079216,13.996490747075036,42.80683031660804,21.8831408471011,3544,936.7478970362912,772.4971794358602,82.46585680949036,0.018118500778600128,0.014941576908106779,72.95,73.9625,,0.1949899999999907,5853,
27.687429999999935,1525,,0.7651142069155378,7.189080030546957,45.54031939429429,8.38234338922143,2560,381.7345952177953,278.065129206707,72.84252794747601,0.025853943106986153,0.01883266573323094,72.95,73.9625,,0.32100499999988824,-3528,
29.864204999999842,1763,,1.5199411647392034,14.224254914750567,42.73588798159514,21.789316085443925,3537,931.1857714231007,763.3518544663749,81.97632286624926,0.018633942960280234,0.01527542124383205,72.8375,73.9625,,0.1864000000001397,4831,
32.15239999999991,1525,,0.7921128751578508,7.2933036614512385,45.428194581043165,8.609890626973113,2551,391.1317867236343,286.9105542458489,73.35393439873349,0.025420130258441895,0.01864666567385007,72.8375,73.85,,0.33238999999989755,-3159,
34.3373899999999,1763,,1.5152357154422054,14.004216977921343,42.67686601694301,21.640638007342258,3537,923.5546087605101,760.8757687115007,82.3855743335699,0.018405392251663738,0.015163388114879542,72.8375,73.85,,0.22300499999988824,4860,
36.67334499999997,1525,,0.7894632388640831,7.218270768824016,45.39657105657435,8.602347419313487,2550,390.5170758742037,285.81462476537973,73.18876495363507,0.025255078443761823,0.018483880001061003,72.8375,73.85,,0.31313999999989756,-3067,
38.834064999999946,1763,,1.5234346454823986,14.200845434443277,42.566380047142246,21.808575471302838,3519,928.312111798261,761.1832194386831,81.99647615974465,0.018656277584410443,0.015297490201796892,72.8375,73.85,,0.20828500000014902,4346,
41.19591999999992,1525,,0.7799222180345895,7.177008189224421,45.372729766371904,8.507274957572923,2553,385.99828769817924,282.6735217602974,73.23180717872152,0.02538974342036326,0.018593367944772555,72.8375,73.9625,,0.29813999999989754,-3497,
43.36488500000001,1763,,1.510435603997752,13.919094558282055,42.52651076726218,21.673684914651147,3531,921.70619488916,757.3134972402936,82.16430587529734,0.018379567522570594,0.015101444077801712,72.8375,73.85,,0.18883000000007452,4958,
45.87014499999979,1525,,0.7879910150064472,7.2456777078999215,45.29954759263996,8.572943629318292,2543,388.35046794532354,284.5497210060396,73.27137328082267,0.02546366126201941,0.018657574294258482,72.95,73.85,,0.29575500000012106,-3352,
