Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),ESC Temp (ºF),Motor Temp (ºF),App message,90% settling time (s),Max acceleration (RPM/s),
2.958984999999404,1525,,0.07583845439565413,0.6143189976178021,11.802140999434341,1.6894156322184801,763,19.938721498091013,8.214317873697086,41.197816392006615,0.074786367786533,0.03081035048694665,72.8375,72.725,,0.44658499999996276,1122,
2.2623600000003354,1905,,0.2109156561558789,1.8484256782287327,11.542632327844391,5.03951911200998,1287,58.16931621907606,38.535251188940954,66.24669790480311,0.04796713713284951,0.031776644429981446,72.8375,72.725,,0.26013499999977646,1273,
10.02174499999918,1525,,0.0756454759974739,0.6030774007581559,11.78814531607601,1.667511923447833,765,19.65687286989247,8.212401481297444,41.778779033953064,0.07343496322379968,0.030680231018935966,72.8375,72.5,,0.810875,-606,
12.304455000000074,1905,,0.20867568512265158,1.7963221251289885,11.541994023258319,4.9181023049790245,1284,56.76470740984086,38.04894510520126,67.0292279153103,0.047210825954894405,0.031645052130006644,72.8375,72.5,,0.29407500000018627,1448,
33.00127000000048,1525,,0.07420771918675331,0.6211283587724296,11.784934561200053,1.6801021622542027,765,19.799894038296493,8.057282330888233,40.693562881215556,0.07708906468267651,0.0313702870111859,72.8375,72.275,,0.8252999999998137,-808,
35.27881000000052,1905,,0.20691446105041209,1.827961053569021,11.536174364916077,4.990218659951554,1287,57.56803258025898,37.80374376471438,65.66794463925784,0.04835396898640554,0.0317530575848767,72.8375,72.275,,0.24234499999973924,1290,
47.15420000000019,1525,,0.07392967582949088,0.6027536047791001,11.784370591333918,1.6739388899456564,766,19.726316226365736,8.043745359872373,40.77672317308434,0.07493444630731869,0.030555811732018857,72.8375,72.275,,0.8541850000005216,-584,
49.37440000000037,1905,,0.2091616243663972,1.8084471063265053,11.533991038706557,5.008785248156681,1284,57.77128416704475,38.12125324665843,65.98650834284977,0.0474393403234986,0.031303564260358296,72.8375,72.275,,0.28325499999988824,1032,
59.65190500000026,1525,,0.07517624377942143,0.6124346343924615,11.782655130696021,1.6828733423079938,764,19.828716221056844,8.149765569204902,41.10082306059918,0.07514751549500229,0.030886247378037242,72.725,72.275,,0.8214950000001118,-680,
61.916209999999964,1905,,0.20648171273295293,1.8044373273162122,11.544264091588547,4.826739802393838,1285,55.72115898021639,37.67337246639811,67.61053279558294,0.04789688868246765,0.03238334163072365,72.725,72.1625,,0.27325,1356,
66.92767500000075,1525,,0.07332920416045162,0.5995782764876558,11.780358129153777,1.67084698821858,766,19.683175900232854,7.977148579549625,40.52775131403085,0.07516197930984343,0.03046146005739667,72.725,72.1625,,0.8004150000009685,-434,
69.15309499999974,1905,,0.20764374235410954,1.796588114630415,11.537970409519135,4.909351772270641,1284,56.64395547837898,37.86641931801614,66.84988539063055,0.04744541857897907,0.03171720794315244,72.725,72.275,,0.29264500000048427,956,
80.10747500000056,1525,,0.07430613598937633,0.616813211489229,11.782920596944852,1.6730575971862187,765,19.71350482176056,8.066020372994783,40.916216806314345,0.07647057445507247,0.03128886603707149,72.725,72.1625,,0.8324249999988824,-526,
82.39208999999985,1905,,0.20758443023396347,1.830127198845071,11.535438101661512,4.965580049595288,1283,57.28014130095175,37.81848093998822,66.02372145223713,0.0483924037496161,0.03195046585568849,72.725,72.1625,,0.2736350000007078,1148,
94.65441999999993,1525,,0.07499033640952901,0.6122768097965592,11.783124173239552,1.665846010679343,765,19.628870397330438,8.142016108666688,41.479799620940064,0.07519965591136908,0.031192666587672307,72.725,72.1625,,0.8237400000002235,-502,
96.92709499999974,1905,,0.2079663862942915,1.8086570368422108,11.531612054144855,5.031568440627268,1283,58.022095281192236,37.89159830677122,65.30546358785791,0.0477324028983756,0.031171866994408312,72.725,72.275,,0.26104999999981376,1056,
110.73327500000038,1525,,0.07373773319917626,0.592954516187872,11.783500268762475,1.6634972924880782,767,19.601820793118918,8.025013130928567,40.94014130435114,0.07388829233220977,0.030249971288178724,72.725,72.275,,0.7979249999998137,-721,
112.98279999999981,1905,,0.2079313005405146,1.7949457248853624,11.540572509803852,4.8775047929972875,1284,56.28919773050102,37.92120006345802,67.36852112374297,0.047333568607577495,0.03188792516601721,72.725,72.275,,0.26476499999966474,1012,
143.27931500000042,1525,,0.07179527536404844,0.6023038234793775,11.785644098971503,1.643853250574555,769,19.373869362209124,7.840305645440803,40.4684552107809,0.07682147236563688,0.031088463136550188,72.6125,72.275,,0.8091499999994413,-729,
145.52954499999993,1905,,0.20686208228374706,1.793808737744767,11.536232290721168,4.966466742948767,1287,57.29431401079835,37.79243569838188,65.96193069221333,0.047464755964950166,0.03130866943282862,72.6125,72.275,,0.2659950000010431,1802,
199.27356500000042,1525,,0.07405887457179777,0.6063654067000519,11.782444364166338,1.6866728432006335,766,19.873128935561716,8.051357263469383,40.51378768575282,0.07531219729265437,0.030511823712621275,72.6125,72.275,,0.8832799999993295,-806,
