Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),ESC Temp (ºF),Motor Temp (ºF),App message,90% settling time (s),Max acceleration (RPM/s),
1.7220050000008196,1145,,0.0001455157183579223,-0.0006104377684479031,23.97896061817466,-0.0020910600085677356,0,0.0501414455956857,0,0,0,0,74.1875,74.8625,,undefined,0,
3.0709099999992175,1905,,-0.6530772288080748,6.304817757990026,22.52836211322884,12.04124475489613,2345,271.2695221323175,217.44942852347663,80.15991874583354,0.02899440941648341,0.023241895029087408,74.1875,74.8625,,0.4748050000006333,6194,
8.659039999999106,1145,,-0.00015309856251648665,0.0006175753565300307,23.924678320940796,-0.006412647829665108,0,0.15342053651021687,9.859337152361771e-43,6.426347721515887e-40,0,0.004025376071402957,74.075,74.6375,,2.6958999999994413,-2060,
11.724509999999777,1905,,-0.6580773162098053,6.297613698116796,22.48256971003833,12.149039064300258,2339,273.1416176731094,218.58483525298135,80.02619194947415,0.02881084449810157,0.023056221720315274,74.075,74.6375,,0.4241300000008196,4714,
17.275790000000036,1145,,-0.0007942302136124143,0.005473839049968677,23.90465349044761,-0.00448597619125668,0,0.10723570641838887,4.5508677978200605e-42,4.2437989638119957e-39,0,0.051044929275814596,74.1875,74.4125,,2.650429999999702,-2149,
38.24858999999892,1905,,-0.6586626879455273,6.180507424737217,22.338118743989156,12.071521924786802,2329,269.65509017655614,217.8341152499165,80.78249704364565,0.028372541269059033,0.022920047311884757,73.85,73.5125,,0.401535000000149,5103,
43.752964999999854,1145,,-0.0030538959327160047,0.019866952291049376,23.82546738404792,0.007660407588032658,0,0.1825127911371853,2.251434799355774e-41,1.233576444329038e-38,0,0.10885238326181988,73.85,73.625,,2.753289999999106,-2257,
46.87647499999963,1905,,-0.6542806980975745,6.245336327995135,22.381003199567942,12.083457986338708,2331,270.4399118540914,216.53953262087256,80.069369619415,0.02884155263662529,0.023093249384597638,73.85,73.7375,,0.3986200000001118,5511,
52.050974999998694,1145,,-0.002519531023420488,0.015952588999704632,23.840017044395676,-0.001948024072053245,0,0.04644092708064243,2.8263442071088864e-41,6.085891012040039e-38,0,0,73.85,73.625,,2.7483849999997765,-2676,
55.125839999999855,1905,,-0.6587172372459493,6.226983815621213,22.384950901287233,12.079047811077766,2333,270.3888921852768,218.17475681034125,80.68924542242024,0.02854126621547842,0.02302973234327369,73.85,73.85,,0.47474000000022354,6181,
60.175924999999815,1145,,-0.00249308997396207,0.01610112146693317,23.841873074081782,-0.00390984020875873,0,0.09321791399716707,6.96662421756921e-42,7.473482208345629e-39,0,0.17272561438590534,73.7375,73.7375,,2.6497400000002234,-2166,
63.25098999999929,1905,,-0.6519438826574651,6.240625745496814,22.385487234260253,12.04335495654157,2331,269.5963686373263,215.7590208051217,80.03038835266022,0.02892405481916552,0.0231480333991145,73.85,73.85,,0.47205499999970196,6081,
68.40418999999947,1145,,-0.0025608196945702353,0.013553837699642147,23.842644371339436,0.003027165831935019,0,0.07217563838389654,7.793631148758795e-42,1.0798146470565433e-38,0,0.18778964763083011,73.7375,73.85,,2.7255999999996274,-2879,
71.50068499999959,1905,,-0.6520486644339697,6.245247767256984,22.385141343831197,12.00954472849045,2331,268.8353562223216,215.8000153917376,80.27218533460874,0.02893997832168875,0.023230753034181584,73.7375,73.9625,,0.4542549999989569,3974,
76.8583049999997,1145,,-0.002451542460146822,0.013927937769606838,23.843802916073024,-0.003759177896961674,0,0.08963309690161202,6.70485940103251e-42,7.480338884633502e-39,0,0.15538833590559953,73.85,73.9625,,2.8488500000005588,-2497,
79.95507999999914,1905,,-0.6478338210378226,6.178669980047455,22.38655587715854,11.964614354201009,2332,267.846507788974,214.49170530756544,80.08008283481345,0.028806102180910415,0.023067950487954066,73.7375,74.075,,0.40033500000089406,4995,
85.2525549999997,1145,,-0.0017814218553251643,0.01143331963245633,23.84184312883882,0.004973337860461391,0,0.11857354109583537,3.951501653875327e-42,3.332532382314181e-39,0,0.09642386932861786,73.7375,73.85,,2.8257750000003727,-1540,
88.32851499999873,1905,,-0.6465527976216479,6.179894764034548,22.384459882498014,11.936031697389748,2333,267.18162268644545,214.1795981933422,80.16254862135317,0.02885379754263938,0.0231299394842251,73.85,73.9625,,0.4457599999997765,4749,
93.40893999999948,1145,,-0.0017718519960251845,0.013649668964349508,23.8371811380634,0.0036824555178914253,0,0.08777935921283897,1.2481102707412283e-41,1.4218721598490258e-38,0,0.15549975628385598,73.7375,73.9625,,2.6750700000002983,-2173,
96.45370500000007,1905,,-0.6521281404896376,6.181001128561756,22.36207097013426,12.094620899069085,2332,270.4607709018519,215.9354272933211,79.83983280580176,0.0286243031356112,0.022853595765297854,73.85,74.075,,0.47320000000018625,5211,
101.4759349999996,1145,,-0.0016005039717460533,0.010433984093916448,23.834520064504684,-0.0010942340816392226,0,0.02608054417409491,1.0270625618358681e-41,3.938041150445094e-38,0,0,73.7375,74.075,,2.6705149999996647,-2109,
