Time,ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),66NA Temp (ºF),Motor Temp,App message
425.4412175,1700,,0.283512816,3.936941027,23.1698702,13.96659392,6373,323.6034741,256.5259266,79.27498488,0.015347146,0.012166384,83.1875,75.7625,84.9875,
426.0561773,1700,,0.285020444,3.935352132,23.1607827,14.08491408,6373,326.2175594,257.8808462,79.05170492,0.01526044,0.012063609,83.2775,75.7625,85.0775,
426.7032338,1700,,0.28324526,3.946197136,23.1658647,14.0113185,6373,324.5842101,256.2789113,78.95561773,0.015398365,0.012157733,83.3,75.7625,85.1,
427.360269,1700,,0.28489574,3.974993512,23.16131475,14.07394827,6373,325.9630949,257.797523,79.12472166,0.015419924,0.012201633,83.3,75.7625,85.1,
428.0267528,1700,,0.284310842,3.982035038,23.15811149,14.0989855,6363,326.4998397,256.8378188,78.70012163,0.015504008,0.012202005,83.294375,75.768125,85.1,
428.6899048,1700,,0.282569195,3.890196086,23.17000832,13.94422095,6373,323.0871414,255.6624855,79.13296313,0.015216316,0.012041057,83.1875,75.875,85.1,
429.2973573,1700,,0.278816141,3.873034505,23.16811453,13.97522272,6373,323.7785083,252.2787728,77.92256838,0.015352177,0.01196275,83.204375,75.858125,85.083125,
429.9525025,1700,,0.279704203,3.917884267,23.16573658,14.00358865,6372,324.4033958,253.0659133,78.00998132,0.015481734,0.012077169,83.3,75.7625,84.9875,
430.5763418,1700,,0.281605024,3.946046625,23.1633692,14.0346686,6373,325.0902008,254.7891494,78.37498921,0.015487588,0.012138321,83.3,75.7625,84.95375,
431.178241,1700,,0.281074794,3.944032087,23.15997216,14.07873232,6373,326.0630355,254.3147198,77.99566659,0.015508507,0.012095923,83.3,75.7625,84.875,
431.8040707,1700,,0.282617915,3.986151723,23.15340233,14.16323774,6372,327.9267713,255.7029378,77.97628687,0.015588864,0.012155604,83.3,75.7625,84.875,
432.4404148,1700,,0.285132283,4.027057664,23.14938486,14.20963619,6373,328.9437523,258.0101689,78.43893967,0.015608106,0.012242843,83.3,75.7625,84.875,
433.071962,1700,,0.282970238,3.995993771,23.14962871,14.20250519,6372,328.782594,256.0229441,77.87052317,0.015607984,0.012154,83.3,75.7625,84.875,
433.7540683,1700,,0.283501442,3.996804486,23.15072822,14.17743902,6373,328.2177725,256.5126717,78.15428821,0.015581347,0.01217748,83.3,75.7625,84.875,
434.4317693,1700,,0.277725383,3.923928397,23.16538015,13.9774501,6373,323.7925994,251.2837648,77.60737405,0.015615506,0.012118854,83.3,75.7625,84.875,
435.0466345,1700,,0.280292833,3.937174528,23.15070861,14.18540054,6373,328.4017102,253.6019074,77.22361096,0.015524967,0.011988935,83.3,75.7625,84.875,
435.6706888,1700,,0.282109754,3.969355682,23.14647048,14.22754201,6373,329.3172337,255.2545291,77.51041682,0.015550664,0.012053402,83.3,75.7625,84.785,
436.382407,1700,,0.28299934,3.984435911,23.14446389,14.25125762,6373,329.8370858,256.0544947,77.62823263,0.015561612,0.012079938,83.3,75.7625,84.7625,
436.9522575,1700,,0.287935944,4.039031064,23.14102273,14.28400918,6373,330.5456794,260.5546521,78.83095045,0.015501698,0.0122201,83.3,75.7625,84.655625,
437.5767795,1700,,0.284734052,4.007551289,23.15631497,14.0723488,6373,325.8635473,257.6249961,79.06003141,0.015555739,0.012298381,83.3,75.7625,84.65,
438.1640065,1700,,0.281514702,3.956297586,23.16401095,13.97454773,6373,323.7065401,254.7139154,78.68624364,0.015532486,0.012221824,83.3,75.7625,84.65,
438.7339968,1700,,0.276014076,3.897757262,23.16948887,13.90328003,6373,322.1318703,249.7317624,77.52452818,0.015607779,0.01209985,83.3,75.7625,84.65,
439.2881595,1700,,0.276203985,3.889916826,23.17059045,13.89512008,6373,321.9581297,249.909519,77.62181387,0.015565321,0.012082052,83.3,75.7625,84.65,
439.889963,1700,,0.27715999,3.929343831,23.17186941,13.87857481,6373,321.5923071,250.7802619,77.98154769,0.015668559,0.012218561,83.3,75.7625,84.65,
440.4859458,1700,,0.275516244,3.904204251,23.17547622,13.82915513,6373,320.4972274,249.2837133,77.78037176,0.015661692,0.012181733,83.3,75.7625,84.65,
441.052672,1700,,0.275938852,3.905299608,23.17175274,13.8858808,6373,321.7600872,249.6655095,77.59364657,0.01564218,0.012137325,83.3,75.7625,84.65,
441.6206115,1700,,0.280419499,3.956844327,23.15919557,14.05161086,6372,325.4238691,253.7137322,77.96396415,0.015595649,0.012158992,83.3,75.7625,84.65,
442.215494,1700,,0.282119454,3.977236621,23.15614742,14.08633272,6373,326.1851709,255.2616216,78.25651547,0.015581165,0.012193206,83.3,75.7625,84.65,
442.8349368,1700,,0.283128707,3.965431895,23.15830564,14.04786582,6373,325.3242479,256.176207,78.74740153,0.015479314,0.012189588,83.3,75.7625,84.565625,
443.4071198,1700,,0.282879417,3.963879622,23.15903054,14.03050776,6373,324.9319977,255.9504939,78.77585471,0.015486905,0.012199893,83.3,75.7625,84.5375,
443.9581578,1700,,0.281150508,3.976886392,23.15139687,14.13790576,6373,327.3122481,254.3790277,77.71772429,0.015633813,0.012150132,83.3,75.835625,84.610625,
444.5233868,1700,,0.281211097,3.976528929,23.15309839,14.10967329,6373,326.682639,254.438395,77.88552195,0.015628679,0.012172457,83.3,75.875,84.65,
445.1321078,1700,,0.279115186,3.971347655,23.15756622,14.04464158,6374,325.2392463,252.5960544,77.66714109,0.015722153,0.012210885,83.3,75.875,84.65,
445.715017,1700,,0.278599315,3.93373488,23.16349286,13.96770473,6375,323.5401064,252.1539444,77.93875956,0.015600579,0.012158977,83.3,75.875,84.65,
446.3230793,1700,,0.279482931,3.930971316,23.16645263,13.93156371,6373,322.7448483,252.8725334,78.35090778,0.015545282,0.012179858,83.3,75.813125,84.711875,
446.8641998,1700,,0.278424435,3.922117132,23.16821304,13.90658212,6373,322.1906431,251.9127292,78.18753509,0.015569368,0.012173299,83.3,75.7625,84.7625,
447.4187728,1700,,0.280366511,3.939609932,23.15488761,14.08565762,6375,326.1512186,253.7498301,77.80330977,0.015525531,0.012079373,83.3,75.7625,84.7625,
447.992705,1700,,0.280624126,3.976811734,23.14927533,14.16107533,6375,327.8176608,253.9830977,77.48202684,0.015657831,0.012131913,83.3,75.7625,84.7625,
448.5611238,1700,,0.281108596,3.975755733,23.14690662,14.18773081,6372,328.401946,254.3384269,77.4473296,0.015631907,0.01210646,83.3,75.7625,84.7625,
449.155654,1700,,0.282517714,3.990269067,23.14137311,14.25173686,6373,329.8047472,255.6194283,77.50637751,0.015610223,0.012098887,83.3,75.7625,84.7625,
449.736989,1700,,0.28225144,3.985335451,23.14127751,14.24258766,6373,329.5916511,255.3758649,77.48252491,0.015605782,0.012091755,83.3,75.7625,84.7625,
450.30538,1700,,0.280794837,3.975031019,23.17553211,13.73330915,6361,318.2682078,253.5938772,79.72586697,0.015674899,0.012497416,83.3,75.7625,84.7625,
450.8702553,1700,,0.280321962,3.968180218,23.14229023,14.22739018,6372,329.2539355,253.6266573,77.032402,0.015645949,0.012052399,83.3,75.7625,84.7625,
451.428615,1700,,0.282324487,3.996779238,23.13909156,14.26829625,6373,330.1551148,255.4457892,77.37086661,0.015646641,0.012105854,83.3,75.7625,84.7625,
452.0085608,1700,,0.283363604,4.010840248,23.13787748,14.27707845,6373,330.3411652,256.3919758,77.61403565,0.015643517,0.012141535,83.3,75.7625,84.7625,
452.585242,1700,,0.280476711,3.975580212,23.1460727,14.16178077,6373,327.7894333,253.7707909,77.41964622,0.015666018,0.01212851,83.3,75.7625,84.875,
453.167992,1700,,0.279505993,3.935547838,23.15535874,14.03413545,6375,324.9652626,252.9899401,77.85201623,0.015556216,0.012110774,83.3,75.7625,84.875,
453.7360398,1700,,0.279388794,3.960732766,23.16726159,13.85808848,6375,321.0529684,252.891817,78.77625292,0.015661984,0.012337497,83.406875,75.7625,84.768125,
454.3286173,1700,,0.275992592,3.903768997,23.17029839,13.83570798,6373,320.5767728,249.7175461,77.90070904,0.015632754,0.012178013,83.4125,75.7625,84.7625,
454.9086873,1700,,0.274616836,3.88501169,23.16232403,13.95445219,6372,323.2170782,248.4633073,76.87455385,0.015636168,0.012020173,83.4125,75.7625,84.7625,
455.4904288,1700,,0.2745438,3.871339334,23.17578721,13.76164818,6375,318.936026,248.4878723,77.91646343,0.015579604,0.01213912,83.4125,75.7625,84.7625,
456.053626,1700,,0.27288852,3.826613609,23.17584209,13.76827274,6376,319.0905817,247.046763,77.42596108,0.015489726,0.011992974,83.4125,75.8525,84.7625,
456.6557508,1700,,0.270805954,3.830207547,23.1719483,13.82566309,6373,320.3674696,245.0266422,76.48339042,0.015631921,0.011955649,83.4125,75.875,84.7625,
457.2191243,1700,,0.275007623,3.923809276,23.16050729,13.97986675,6373,323.7805926,248.8242932,76.84895782,0.015769568,0.012118695,83.4125,75.790625,84.7625,
457.7814755,1700,,0.278420276,3.955688876,23.151774,14.09027691,6372,326.2148957,251.9069025,77.2211224,0.015702975,0.012126018,83.4125,75.7625,84.7625,
458.3519487,1700,,0.277661377,3.958569397,23.1538454,14.05540628,6373,325.4366409,251.2244449,77.19584503,0.015757148,0.012163847,83.4125,75.7625,84.7625,
458.910594,1700,,0.274607424,3.910091927,23.16040152,13.9653808,6373,323.4438112,248.4584583,76.81651841,0.015737387,0.012088914,83.4125,75.7625,84.7625,
459.5056878,1700,,0.275903936,3.900196083,23.159955,13.97280953,6373,323.6096304,249.6358692,77.14092203,0.015623638,0.012052156,83.4125,75.7625,84.700625,
460.1033428,1700,,0.281120851,3.941641713,23.15468255,14.04053596,6373,325.1038093,254.3566414,78.23927337,0.015496582,0.01212442,83.4125,75.7625,84.65,
460.6997655,1700,,0.276099191,3.890936151,23.1673505,13.86749069,6373,321.2725949,249.8119707,77.75712073,0.015575609,0.012111139,83.46875,75.81875,84.65,
461.315592,1700,,0.277283217,3.916821477,23.1661491,13.88140441,6373,321.5779101,250.9080782,78.02750268,0.015611174,0.012180627,83.525,75.875,84.65,
461.8909755,1700,,0.276761988,3.920434537,23.15948727,13.97040366,6373,323.5469026,250.4103034,77.39649449,0.015656159,0.012117296,83.46875,75.81875,84.65,
462.4740378,1700,,0.275925432,3.914113977,23.16777508,13.84618754,6373,320.7843639,249.6602879,77.83373398,0.01567784,0.012202552,83.4125,75.7625,84.65,
463.0776885,1700,,0.276880066,3.933316365,23.15608076,14.01015898,6373,324.4198091,250.5240986,77.22604393,0.015700825,0.012124661,83.4125,75.81875,84.65,
463.6453433,1700,,0.282042469,3.978572079,23.14619066,14.14171834,6372,327.3263472,255.1787732,77.96007903,0.015591302,0.012154981,83.4125,75.875,84.65,
464.193854,1700,,0.283614795,3.987232236,23.14108202,14.20899342,6373,328.8114486,256.6111819,78.04209223,0.015538057,0.012126198,83.4125,75.84125,84.65,
464.7552715,1700,,0.279401975,3.94208788,23.15276863,14.0443706,6373,325.1655453,252.8010347,77.74423399,0.015594038,0.012123372,83.4125,75.7625,84.65,
465.3145073,1700,,0.275394843,3.893683317,23.16463798,13.88573544,6373,321.6578179,249.1763788,77.46596584,0.01562644,0.012105119,83.4125,75.7625,84.65,
465.8792625,1700,,0.279880277,3.914274329,23.16267115,13.91273265,6373,322.2555316,253.2348667,78.58270606,0.015457168,0.012146633,83.4125,75.7625,84.65,
466.4856313,1700,,0.277417646,3.884396408,23.177827,13.69955788,6377,317.5247143,251.1597505,79.10674759,0.015465884,0.012234449,83.4125,75.7625,84.666875,
467.0701095,1700,,0.280743936,3.908726049,23.16134999,13.93138506,6373,322.6685959,254.0125506,78.72644743,0.01538809,0.012114421,83.4125,75.7625,84.7625,
467.6710453,1700,,0.280952591,3.964040245,23.15149316,14.0602034,6375,325.5145785,254.3124708,78.12656049,0.015587361,0.012177847,83.4125,75.77375,84.7625,
468.2339403,1700,,0.280035153,3.94716576,23.15288545,14.04430025,6377,325.1648489,253.5497763,77.98048051,0.015568091,0.012139927,83.4125,75.875,84.7625,
468.805721,1700,,0.283429382,3.938110532,23.15180785,14.05421622,6374,325.3801877,256.4804554,78.8261443,0.015354437,0.012103266,83.4125,75.875,84.7625,
469.372136,1700,,0.280919267,3.89764734,23.1557539,13.99716025,6375,324.1140382,254.2572264,78.45000327,0.015329578,0.012026014,83.4125,75.7625,84.7625,
469.98236,1700,,0.278874443,3.918171626,23.15537083,14.00592541,6372,324.311945,252.3094161,77.80055717,0.015529385,0.012081873,83.4125,75.7625,84.7625,
470.5803745,1700,,0.275285942,3.908237643,23.16475655,13.87531098,6372,321.4177421,249.0627002,77.48907814,0.01569206,0.012159614,83.4125,75.7625,84.875,
471.1520803,1700,,0.278691866,3.911442612,23.16079179,13.92837691,6373,322.5920918,252.1597866,78.16722563,0.015511844,0.012125133,83.4125,75.7625,84.875,
471.7513245,1700,,0.277686664,3.906620303,23.15814017,13.95710401,6373,323.2201939,251.2444794,77.73273926,0.01554907,0.012086691,83.4125,75.7625,84.875,
472.3188463,1700,,0.279219218,3.940984575,23.15053385,14.05947666,6373,325.4843403,252.6498931,77.62302855,0.015598639,0.012108115,83.4125,75.7625,84.875,
472.890691,1700,,0.280616941,3.962573348,23.15359316,14.01316326,6373,324.4540378,253.9063347,78.26077499,0.015606523,0.012213786,83.4125,75.7625,84.785,
473.457774,1700,,0.282573503,3.965150971,23.1464248,14.10652739,6373,326.515652,255.6714753,78.30300976,0.015508775,0.012143833,83.4125,75.7625,84.7625,
474.015794,1700,,0.280131723,3.935691857,23.15298762,14.01297994,6373,324.4423448,253.4569375,78.12076605,0.015528075,0.012130634,83.4125,75.7625,84.7625,
474.6251753,1700,,0.278687446,3.926968157,23.14972014,14.05913771,6372,325.4645509,252.1429389,77.47435779,0.015574386,0.012066059,83.4125,75.7625,84.7625,
475.2118453,1700,,0.283213431,3.986284866,23.1290516,14.34603065,6374,331.8079131,256.2887043,77.24322658,0.015554186,0.012014529,83.4125,75.7625,84.7625,
475.796576,1700,,0.285843401,4.03501643,23.13834142,14.20336494,6352,328.6405951,257.794264,78.45149396,0.015652091,0.012279266,83.4125,75.7625,84.7625,
476.3672033,1700,,0.284275928,4.004148764,23.14046133,14.17481299,6370,328.0099473,257.1075079,78.39254331,0.01557381,0.012208464,83.4125,75.83,84.695,
476.9387167,1700,,0.287018796,4.05253515,23.12762626,14.3369527,6373,331.5796091,259.6888324,78.31863436,0.015605608,0.01222193,83.4125,75.875,84.65,
477.5115618,1700,,0.283530249,3.995108482,23.13878548,14.17690234,6372,328.0358071,256.5261558,78.20194041,0.015574127,0.012179131,83.4125,75.81875,84.65,
478.0770658,1700,,0.280630451,3.967871377,23.14627662,14.07690328,6373,325.8278508,253.9136641,77.92885837,0.01562686,0.012177833,83.4125,75.7625,84.65,
478.6578947,1700,,0.279308153,3.953479759,23.15196944,14.00008516,6373,324.1294582,252.7148294,77.96731166,0.015644038,0.012197232,83.4125,75.7625,84.695,
479.2581003,1700,,0.278273163,3.947399609,23.15268647,13.99238646,6373,323.9612701,251.7774299,77.71862603,0.015678137,0.012184786,83.4125,75.7625,84.7625,
479.8251888,1700,,0.280893838,3.981395175,23.14366657,14.11182042,6373,326.5991427,254.1453566,77.81534954,0.015665897,0.012190448,83.4125,75.7625,84.7625,
480.3912948,1700,,0.2836716,4.004609684,23.1395317,14.15998612,6373,327.655003,256.6630919,78.33532107,0.015602625,0.012222353,83.4125,75.7625,84.7625,
480.976921,1700,,0.280844856,3.972304289,23.14659942,14.06381665,6373,325.5287227,254.1037293,78.06363979,0.015632576,0.012203519,83.4125,75.7625,84.7625,
481.5550918,1700,,0.278316005,3.934045289,23.14900541,14.03364812,6373,324.8648354,251.8224989,77.51667403,0.015622324,0.012109903,83.4125,75.7625,84.7625,
482.1718082,1700,,0.279767304,3.930172959,23.15179387,13.99111081,6373,323.9192575,253.1279077,78.14578446,0.015526478,0.012133229,83.4125,75.79625,84.7625,
482.7799613,1700,,0.281117835,3.931775083,23.15095686,14.00598751,6373,324.251958,254.3537207,78.44323675,0.01545794,0.012125694,83.4125,75.875,84.7625,
483.361635,1700,,0.279617184,3.907035533,23.15023843,14.02135414,6374,324.5969728,253.0427035,77.9596338,0.015440398,0.012037221,83.4125,75.875,84.7625,
483.9660383,1700,,0.282180285,3.959627338,23.14410487,14.09533365,6373,326.2238489,255.3114594,78.26282369,0.015509098,0.012137778,83.4125,75.875,84.7625,
484.5582733,1700,,0.278099624,3.927103796,23.15304479,13.96806077,6373,323.402799,251.6280391,77.80612537,0.015606976,0.012143146,83.4125,75.846875,84.81875,
485.1590533,1700,,0.275146841,3.887745184,23.16572883,13.79909735,6372,319.6661442,248.9417443,77.87558582,0.015617073,0.012161899,83.4125,75.7625,84.9875,
485.7221208,1700,,0.274471503,3.876916889,23.16704102,13.78750679,6373,319.4157328,248.344814,77.74972206,0.015611033,0.012137528,83.4125,75.779375,84.9875,
486.2916297,1700,,0.275148609,3.892192959,23.16231293,13.85404911,6372,320.8915898,248.9462357,77.57888941,0.015634873,0.012129265,83.4125,75.875,84.9875,
486.8590415,1700,,0.277862202,3.926291592,23.15666085,13.92608468,6373,322.4816132,251.4098866,77.96117831,0.015617369,0.012175245,83.4125,75.875,84.9875,
487.4624163,1700,,0.277933397,3.942685496,23.14878342,14.02925429,6373,324.7599724,251.4712982,77.43314166,0.0156785,0.012140337,83.4125,75.875,84.9875,
488.0754075,1700,,0.280163672,3.98344299,23.13860699,14.16248564,6373,327.7001157,253.49625,77.35610749,0.015714031,0.012155757,83.4125,75.86375,84.9875,
488.6922833,1700,,0.282103773,4.008073382,23.13117983,14.25584236,6373,329.7544372,255.2417107,77.40354669,0.015703086,0.012154723,83.4125,75.7625,84.9875,
489.274161,1700,,0.282047311,3.982074085,23.13745812,14.16055926,6373,327.6392581,255.1928386,77.88846275,0.015604178,0.012153839,83.4125,75.7625,84.9875,
489.8561288,1700,,0.279559976,3.946948441,23.15228235,13.95366176,6373,323.0585873,252.9477114,78.2980558,0.015603793,0.012217464,83.4125,75.7625,84.9875,
490.4500823,1700,,0.277603902,3.919494899,23.15332658,13.94790387,6373,322.9398855,251.1767933,77.77893109,0.01560459,0.012137085,83.4125,75.7625,84.9875,
491.0201353,1700,,0.280421365,3.939825725,23.14818233,14.01393126,6371,324.3962029,253.6726756,78.20310861,0.015531203,0.012145748,83.525,75.7625,84.9875,
491.6022085,1700,,0.280803988,3.925127303,23.13225609,14.23660214,6378,329.3167944,254.3013588,77.25723092,0.015435134,0.011924518,83.525,75.7625,84.9875,
492.1532425,1700,,0.279492141,3.888662715,23.15085671,13.98067334,6372,323.664051,252.8651489,78.12824967,0.015378545,0.012014866,83.525,75.7625,84.9875,
492.7265878,1700,,0.279305931,3.937683256,23.15050621,13.98576518,6373,323.7774748,252.7113628,78.05156367,0.015582036,0.012161777,83.525,75.7625,84.9875,
493.3352578,1700,,0.281794492,3.968228477,23.13521974,14.18862651,6373,328.2567903,254.9658458,77.67200234,0.015563943,0.012088748,83.525,75.7625,84.9875,
493.9044623,1700,,0.284526619,3.975367341,23.13567124,14.17183169,6373,327.8747295,257.4401593,78.51803915,0.015441969,0.012124721,83.525,75.7625,84.9875,
494.4760895,1700,,0.279663954,3.933623203,23.15652495,13.87000672,6376,321.1786302,253.1577375,78.83353229,0.015538684,0.012249458,83.440625,75.7625,84.9875,
495.0378235,1700,,0.281041068,3.951620481,23.12998834,14.24987125,6366,329.5954617,254.0091227,77.08916101,0.015557093,0.011992356,83.4125,75.7625,84.9875,
495.6003205,1700,,0.278613154,3.943906903,23.13213052,14.23342657,6359,329.2351837,251.5646665,76.47602243,0.01567761,0.011990275,83.4125,75.7625,84.914375,
496.1645148,1700,,0.279812035,3.939022367,23.13199072,14.22973423,6372,329.1564158,253.1379077,76.92742963,0.015561697,0.011971649,83.4125,75.7625,84.875,
496.7294083,1700,,0.278360777,3.94529807,23.11518314,14.46551894,6370,334.3705945,251.7728387,75.31411908,0.015671114,0.011801271,83.474375,75.7625,84.875,
497.3275872,1700,,0.279894355,3.974250195,23.13751771,14.1370634,6373,327.0959554,253.2436657,77.4242339,0.015693406,0.012150556,83.525,75.7625,84.875,
497.8970603,1700,,0.280416556,3.974297776,23.14564784,14.01912178,6373,324.4810536,253.7136567,78.19321,0.015664461,0.01224854,83.525,75.813125,84.925625,
498.461036,1700,,0.281409513,3.981867858,23.1327365,14.19143105,6373,328.286431,254.6167564,77.5600109,0.01563871,0.012129439,83.525,75.875,84.9875,
499.0616398,1700,,0.284467291,4.005080197,23.13519599,14.13495966,6366,327.0090117,257.1113906,78.64930538,0.015577714,0.012252237,83.525,75.875,84.9425,
499.6820448,1700,,0.278379981,3.965817827,23.13508892,14.15816535,6352,327.5477135,251.0748847,76.66870713,0.015795596,0.01210974,83.525,75.875,84.875,
500.2796775,1700,,0.284936888,4.03698152,23.10468831,14.58340874,6361,336.9422888,257.3394824,76.38547287,0.015688277,0.011983413,83.525,75.824375,84.824375,
500.8647575,1700,,0.284765207,4.049014968,23.11876239,14.36233204,6373,332.0391058,257.65842,77.60009806,0.015714678,0.012194611,83.525,75.7625,84.7625,
501.4393623,1700,,0.282080681,4.003068575,23.13088144,14.18925531,6373,328.2096914,255.227421,77.76291893,0.015684252,0.012196551,83.525,75.7625,84.723125,
502.0458693,1700,,0.278900956,3.95173826,23.14041939,14.06335134,6373,325.4317864,252.3508793,77.54385139,0.015659704,0.012143114,83.525,75.7625,84.65,
502.6101668,1700,,0.279591646,3.92245436,23.15039166,13.92955967,6372,322.4746055,252.9613949,78.4445422,0.01550616,0.01216369,83.525,75.7625,84.65,
503.2010465,1700,,0.28019164,3.927051881,23.14481368,14.01026794,6373,324.264993,253.5135521,78.18118229,0.015490492,0.012110615,83.525,75.7625,84.65,
503.7690988,1700,,0.281587356,3.971621365,23.13798849,14.1018123,6374,326.2874824,254.8347475,78.10140007,0.015585118,0.012172212,83.525,75.7625,84.65,
504.3904193,1700,,0.279609454,3.923086026,23.15560655,13.85459115,6374,320.8110254,253.0456662,78.8780778,0.015503341,0.012228907,83.525,75.7625,84.65,
504.9722185,1700,,0.280823139,3.919713473,23.14124602,14.06105835,6373,325.3888286,254.085343,78.08964683,0.015426819,0.012046747,83.525,75.790625,84.678125,
505.5500865,1700,,0.286912012,3.990399734,23.12777487,14.23358266,6373,329.1900308,259.594743,78.8647509,0.015371645,0.012122851,83.525,75.875,84.7625,
506.1336468,1700,,0.288001138,4.038687444,23.11713124,14.3714725,6373,332.2266365,260.587601,78.43858903,0.015498427,0.012156728,83.525,75.8525,84.7625,
506.7396715,1700,,0.281909468,3.938921976,23.14011341,14.05433604,6373,325.217652,255.069133,78.43041537,0.015442484,0.012111607,83.525,75.7625,84.7625,
507.3307485,1700,,0.277028484,3.876413141,23.15378753,13.87578543,6373,321.2769445,250.65152,78.01751865,0.015465346,0.012065631,83.525,75.7625,84.7625,
507.9124753,1700,,0.278419405,3.90558667,23.1478193,13.96015632,6372,323.1470107,251.9019178,77.95254269,0.015504501,0.012086131,83.525,75.7625,84.7625,
508.4905453,1700,,0.277397865,3.907981196,23.14303029,14.02527832,6372,324.5874394,250.9792326,77.32246197,0.015571102,0.012039838,83.525,75.77375,84.7625,
509.0594208,1700,,0.278897193,3.935882392,23.13867318,14.07872534,6373,325.7629745,252.348489,77.46347349,0.015597079,0.012082004,83.525,75.875,84.7625,
509.6870695,1700,,0.279185873,3.928571589,23.14255077,14.02276541,6372,324.5221501,252.5907387,77.83569919,0.015553011,0.012105731,83.525,75.875,84.77375,
510.2716248,1700,,0.279368692,3.923354087,23.14801292,13.95201781,6373,322.9612144,252.7789577,78.26950087,0.015520869,0.012148105,83.525,75.875,84.875,
510.8286553,1700,,0.28257822,3.97278144,23.1366933,14.10592744,6370,326.3637442,255.5621388,78.30961046,0.015545347,0.012173431,83.525,75.875,84.875,
511.38502,1700,,0.275003661,3.889014571,23.1506812,13.91533266,6373,322.1492567,248.8259983,77.23941335,0.015629579,0.012072114,83.525,75.875,84.875,
511.9779213,1700,,0.279292022,3.943917737,23.13904092,14.07067988,6373,325.5818389,252.7062319,77.61653434,0.015606754,0.012113419,83.525,75.875,84.875,
512.545106,1700,,0.278077369,3.94145005,23.14051063,14.06308442,6382,325.4253266,251.9740982,77.43701679,0.015642985,0.012112924,83.525,75.768125,84.981875,
513.1174588,1700,,0.278355196,3.961678849,23.13939953,14.0650622,6373,325.4570145,251.8521905,77.38455948,0.015730165,0.012172736,83.525,75.7625,84.9875,
513.7325893,1700,,0.278724164,3.980673038,23.13729411,14.08592772,6373,325.9102305,252.1926984,77.38102877,0.015784253,0.012214013,83.525,75.86375,84.9875,
514.3026135,1700,,0.278597552,3.941236277,23.14314005,14.00558877,6375,324.1327974,252.1841076,77.8054254,0.015628587,0.012159676,83.525,75.875,84.9875,
514.909288,1700,,0.278960985,3.929358247,23.14593304,13.96565579,6373,323.2476864,252.404034,78.08553624,0.015567813,0.012156214,83.525,75.77375,84.88625,
515.5070108,1700,,0.2800352,3.939549542,23.13700006,14.0843863,6373,325.8704307,253.3713404,77.75225108,0.01554853,0.012089315,83.525,75.7625,84.875,
516.114418,1700,,0.279057308,3.930496304,23.13991033,14.04123914,6373,324.9127791,252.4874595,77.7103949,0.015567111,0.012097259,83.525,75.7625,84.875,
516.6919788,1700,,0.282435897,3.951616567,23.12971539,14.17669218,6373,327.9025124,255.5493254,77.9346359,0.015463344,0.012051299,83.525,75.7625,84.875,
517.2744185,1700,,0.283888004,3.977690527,23.12482838,14.23522046,6373,329.1870191,256.8632941,78.02957164,0.015485646,0.012083382,83.525,75.8525,84.875,
517.8752795,1700,,0.280820947,3.978496575,23.12976809,14.16177246,6373,327.5584837,254.0848366,77.56932566,0.015658257,0.012145925,83.525,75.875,84.875,
518.4568668,1700,,0.281865798,3.977676882,23.12617162,14.21188437,6373,328.6664227,255.0284242,77.59481128,0.015597078,0.012102491,83.525,75.785,84.875,
519.0726408,1700,,0.284247395,3.996462614,23.12115926,14.27268745,6372,330.0010741,257.1771371,77.93218995,0.015539693,0.012110446,83.525,75.7625,84.875,
519.6529678,1700,,0.282699909,4.006624262,23.13250581,14.11299336,6373,326.4682048,255.7858095,78.35085713,0.015663891,0.012272692,83.525,75.846875,84.790625,
520.239796,1700,,0.282274908,3.962717059,23.13908759,14.02613594,6373,324.5519092,255.4078387,78.69556403,0.015515251,0.012209815,83.525,75.875,84.7625,
520.814413,1700,,0.282560418,3.978238572,23.13082313,14.13897617,6373,327.0461226,255.6563668,78.17155766,0.015560888,0.012164175,83.525,75.875,84.7625,
521.398695,1700,,0.281467651,3.974121621,23.13006954,14.14651652,6373,327.2098974,254.6694636,77.83060355,0.015605003,0.012145465,83.525,75.875,84.7625,
521.9793518,1700,,0.280305307,3.983376457,23.13000592,14.14496985,6372,327.1732229,253.6081819,77.51501158,0.015706859,0.012175141,83.525,75.875,84.7625,
522.5613197,1700,,0.279466924,3.964295375,23.13296702,14.10144639,6373,326.2082895,252.8580102,77.51427899,0.015677944,0.012152646,83.525,75.875,84.7625,
523.1383265,1700,,0.280362378,3.97183881,23.13223737,14.11374997,6372,326.4823741,253.6638364,77.6971134,0.015657896,0.012165737,83.586875,75.875,84.700625,
523.7148258,1700,,0.279395563,3.968948028,23.1335936,14.0911371,6373,325.9783986,252.8000111,77.55200527,0.015699998,0.012175668,83.6375,75.875,84.65,
524.3196003,1700,,0.277454184,3.927470465,23.14428349,13.93751722,6374,322.5728626,251.0996322,77.84748967,0.015641126,0.012176178,83.6375,75.813125,84.711875,
524.9212048,1700,,0.274674063,3.881939427,23.15081432,13.85893624,6372,320.8452363,248.5145232,77.45794734,0.015620587,0.0120994,83.6375,75.7625,84.7625,
