Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),319A Temp (ºF),66NA Temp (ºF),4LHE Temp (ºF),App message
0.2393535,1220,,0.004559244,0.000949567,25.07547936,0.259534511,0,6.58283514,0,0,0,0,76.1,72.725,90.05,
0.2341735,1220,,0.000437447,0.000338554,25.04123528,0.629480045,2,15.76288407,0.000125501,0.000777253,0.040282743,9.15117E-06,76.1,72.725,90.05,
0.7337035,1220,,0.001631731,0.000835007,25.00776189,0.989810704,1,24.74915236,3.89245E-05,0.000173641,0.025052822,3.03111E-05,76.1,72.725,90.05,
1.27706875,1220,,0.003909223,0.000336704,24.98076415,1.246434594,2,31.13687053,0.00043924,0.001404789,11170.00745,1.14856E-05,76.1,72.725,90.033125,
1.78842925,1220,,0.002300359,-0.000855579,24.94019756,1.674912263,49,41.76511045,0.011949239,0.028080514,16731241.71,2.05951E-05,76.1,72.725,89.9375,
2.316812,1220,,0.00318644,-0.000591696,24.89803114,2.086864821,30,51.95857167,0.006264571,0.011762461,2629870.56,1.16054E-05,76.1,72.725,89.9375,
2.8331595,1220,,0.028785705,0.013063254,24.92483749,1.708427146,304,42.56145955,2.113292779,7.895520302,0.518155364,0.000493508,76.1,72.725,89.9375,
3.36072325,1220.95,,0.060016299,0.178840639,24.97925611,1.061273618,1766,26.50709441,14.89302098,57.44056377,0.012368171,0.007367774,76.1,72.725,89.9375,
3.86198475,1248.1,,0.041598634,0.324163317,24.98839926,0.955030902,2089,23.86367956,12.37002705,51.91902077,0.026276942,0.013624621,76.1,72.725,89.9375,
4.36048475,1287.25,,0.059060306,0.468512451,24.94107375,1.494074705,2523,37.26118532,21.29156611,56.8023768,0.022159912,0.012557599,76.1,72.725,89.9375,
4.87647625,1327.5,,0.081279838,0.722820999,24.87733976,2.189833572,3050,54.47080924,35.35526345,64.78427031,0.020488803,0.013269699,76.1,72.725,89.920625,
5.3842045,1367.1,,0.103772075,1.036893387,24.79593757,3.068902339,3559,76.09009685,52.54084355,69.00020116,0.019735594,0.013617935,76.1,72.725,89.825,
5.8843735,1406.15,,0.129125852,1.396203906,24.69475618,4.160236719,4050,102.730078,74.37570318,72.29873376,0.018780445,0.01357593,76.1,72.725,89.825,
6.38437575,1445.2,,0.153034792,1.764336256,24.57789379,5.403158172,4500,132.7749959,97.96385726,73.78650271,0.01805037,0.013318844,76.1,72.80375,89.6675,
6.8849075,1484.1,,0.182589529,2.196903986,24.42694439,7.021630646,4970,171.5039317,128.9340532,75.16464032,0.017041618,0.01280933,76.1,72.8375,89.6,
7.415667,1525.55,,0.21013063,2.621134922,24.27250771,8.627098901,5382,209.3792179,160.6824132,76.72373176,0.016326628,0.012525478,76.1,72.8375,89.4425,
7.91059825,1564.1,,0.243706159,3.06419753,24.06599529,10.83929277,5828,260.8150644,201.8813985,77.36026154,0.015199976,0.011756477,76.1,72.8375,89.15,
8.4113005,1603.25,,0.274902749,3.573912223,23.84506494,13.15609814,6241,313.6603654,243.7300716,77.72740416,0.014668048,0.01140142,76.1,72.8375,89.15,
8.910817,1642.15,,0.301287322,4.010624658,23.63742215,15.25746643,6568,360.6021114,281.0615519,77.93556519,0.014278152,0.011127403,76.1,72.8375,88.745,
9.41213025,1681.3,,0.33107492,4.451365169,23.39645379,17.64048228,6901,412.6776802,324.4814127,78.62004498,0.013723131,0.010788804,76.1,72.8375,88.7,
9.910688,1720.05,,0.36250917,4.88817471,23.12572634,20.27186195,7217,468.7350083,371.5711179,79.25983538,0.013163309,0.010432639,76.1,72.8375,88.41875,
10.428146,1760.65,,0.393407974,5.34406323,22.83837804,23.28328601,7535,531.6705876,421.0111807,79.18744975,0.012698102,0.010055309,76.1,72.8375,88.1375,
10.93592425,1800.05,,0.423037395,5.826378821,22.53993744,26.46916441,7823,596.5254983,469.9683283,78.79135845,0.012400064,0.009770339,76.11125,72.8375,88.08125,
11.453722,1840.6,,0.458223783,6.36046971,22.22901394,29.94021824,8098,665.4462719,526.9922112,79.18811777,0.01207176,0.009559264,76.2125,72.8375,87.575,
11.96179775,1880,,0.490696453,6.85578288,21.92082875,33.39707627,8360,732.0080037,582.5147049,79.57535829,0.011772581,0.009367941,76.2125,72.8375,87.575,
12.46397625,1919.25,,0.52057642,7.288401739,21.61201979,37.06155499,8609,800.8876492,636.4082722,79.46053381,0.011455103,0.009102174,76.128125,72.8375,87.153125,
12.9830185,1959.8,,0.538012157,7.630791034,21.45199313,38.99157834,8756,836.4467896,668.8588092,79.96424335,0.011408712,0.009122823,76.1,72.8375,87.0125,
13.48488,1994.65,,0.536016699,7.694063352,21.45640255,38.95735579,8766,835.8846796,667.103119,79.80804451,0.011533564,0.009204696,76.1,72.8375,86.894375,
13.98398425,2000,,0.535511301,7.713035483,21.4513975,38.99887368,8756,836.5803197,665.7355026,79.57820049,0.011585766,0.009219717,76.1,72.8375,86.675,
14.48464,2000,,0.539975511,7.834194495,21.42934683,39.22954021,8731,840.662701,669.3433075,79.62044391,0.011704296,0.009318988,76.1,72.8375,86.675,
14.988591,2000,,0.540315802,7.741551654,21.44561614,39.11589868,8753,838.8640986,671.5155025,80.05007437,0.011528816,0.009228592,76.206875,72.8375,86.2475,
15.51036775,2000,,0.532700568,7.742134314,21.4528895,39.02936674,8753,837.2926911,662.0004212,79.0643934,0.011695071,0.009246628,76.2125,72.8375,86.225,
16.01023575,2000,,0.530220065,7.697900828,21.4609706,38.89917992,8764,834.8137414,659.7712657,79.03223131,0.011667494,0.009221067,76.150625,72.8375,86.10125,
16.509015,2000,,0.529718377,7.655031586,21.45938623,38.87958503,8755,834.3318088,658.4880049,78.92397983,0.01162518,0.009175047,76.1,72.8375,86,
17.0174965,2000,,0.530592013,7.681077901,21.44605765,38.98928572,8745,836.1664161,658.8284777,78.79156614,0.011658702,0.009186057,76.1,72.8375,85.9325,
17.53414275,2000,,0.530923229,7.720965995,21.43717568,39.04393952,8738,836.9917319,658.6945157,78.69786196,0.011721621,0.009224664,76.1,72.8375,85.6625,
18.05166975,2000,,0.529742738,7.660651948,21.44476355,38.90577105,8751,834.3249453,658.1706109,78.88665193,0.011639304,0.009181841,76.1,72.8375,85.6625,
18.55964925,2000,,0.531377139,7.606335079,21.45146051,38.78614151,8758,832.0192975,660.7205031,79.41175427,0.011512217,0.009142017,76.1,72.8375,85.4825,
19.070913,2000,,0.523797821,7.611380635,21.44945377,38.76012543,8751,831.3832189,650.7929562,78.27859917,0.011695823,0.009155063,76.1,72.8375,85.4375,
19.58518525,2000,,0.526005633,7.660630306,21.44065297,38.81379815,8747,832.1930961,653.2796651,78.50110594,0.011726433,0.00920536,76.1,72.8375,85.386875,
20.08580575,2000,,0.525434405,7.6605881,21.44064549,38.77707346,8746,831.4054457,652.4725132,78.47825373,0.011740872,0.009214021,76.1,72.8375,85.325,
20.5860325,2000,,0.525711637,7.688228286,21.43200317,38.85462776,8737,832.732446,652.1058255,78.30926599,0.011789946,0.009232529,76.1,72.8375,85.319375,
21.111456,2000,,0.524529887,7.721502804,21.41770655,38.99267565,8722,835.1334265,649.5298544,77.7755661,0.011887828,0.009245821,76.1,72.8375,85.2125,
21.61031775,2000,,0.529077576,7.752505816,21.41145679,39.03781605,8720,835.8564993,655.0255064,78.36586108,0.011835466,0.009274928,76.1,72.8375,85.2125,
22.1140995,2000,,0.530927918,7.766879627,21.4224896,38.87596149,8734,832.8193801,658.3518997,79.05096838,0.011797493,0.009326013,76.1,72.8375,85.2125,
22.6359265,2000,,0.532312314,7.705610382,21.41124546,38.98287702,8719,834.6718572,658.9510622,78.947258,0.011693757,0.009231908,76.1,72.8375,85.2125,
23.141892,2000,,0.527494052,7.633410143,21.41851199,38.86446028,8730,832.4188745,653.8385921,78.54688084,0.011674792,0.009170151,76.1,72.8375,85.2125,
23.66058725,2000,,0.531289111,7.656634252,21.40558564,38.9852198,8711,834.5007357,657.068346,78.73773567,0.011652708,0.00917508,76.1,72.8375,85.2125,
24.160433,2000,,0.53102573,7.633232048,21.41564008,38.83054558,8732,831.5800262,658.3697507,79.1709465,0.011594128,0.009179157,76.1,72.8375,85.2125,
24.660698,2000,,0.534236011,7.683415067,21.39998465,38.99475022,8709,834.4868929,660.614555,79.1640502,0.011630822,0.009207344,76.1,72.8375,85.01,
25.15974725,2000,,0.528234594,7.631010778,21.40771253,38.87516733,8721,832.228386,654.0890403,78.59485595,0.011666707,0.009169369,76.1,72.8375,84.9875,
25.6609785,2000,,0.528868097,7.664014987,21.40170475,38.92671852,8714,833.0981115,654.3104622,78.53942128,0.011713122,0.009199413,76.1,72.8375,85.04375,
26.1661725,2000,,0.527317042,7.658026654,21.40603643,38.85195388,8721,831.6662958,652.9618642,78.5125029,0.011728151,0.00920806,76.1,72.8375,85.1,
26.732675,2000,,0.524273046,7.67039631,21.41421336,38.72498995,8730,829.2651198,649.8621352,78.36599394,0.011803194,0.009249646,76.1,72.8375,85.128125,
27.237771,2000,,0.526610669,7.663294824,21.42179744,38.60024215,8739,826.8863952,653.4214297,79.02199145,0.011727976,0.009267634,76.1,72.8375,85.2125,
27.7456305,2000,,0.525660491,7.672843334,21.41827107,38.61709323,8730,827.1110653,651.5323026,78.77224408,0.01177664,0.009276669,76.1,72.8375,85.2125,
28.3013785,2000,,0.526341096,7.683663039,21.4061111,38.7355476,8721,829.1773995,651.727352,78.59925029,0.011789713,0.00926661,76.1,72.8375,85.40375,
28.8605875,2000,,0.523605766,7.659336698,21.39821629,38.80625567,8712,830.3845621,647.6909905,77.99903225,0.011825621,0.009223852,76.1,72.8375,85.4375,
29.36211825,2000,,0.525582466,7.684164753,21.38981263,38.87740274,8707,831.5803304,649.7318807,78.13215149,0.011826648,0.00924043,76.1,72.8375,85.510625,
29.907979,2000,,0.529582208,7.771406369,21.37963239,38.97607427,8694,833.2935329,653.6710064,78.44413393,0.011888837,0.009326091,76.1,72.8375,85.55,
30.4359525,2000,,0.531507707,7.754539441,21.37937788,38.95174108,8705,832.7633603,656.9118725,78.88304453,0.011804536,0.00931177,76.139375,72.8375,85.589375,
30.93615,2000,,0.527240959,7.721831922,21.39118421,38.78307994,8713,829.6158384,652.2313073,78.61845637,0.011839067,0.009307697,76.2125,72.8375,85.6625,
31.45896175,2000,,0.526530831,7.711441656,21.38915601,38.78420523,8708,829.5612122,650.9561335,78.46978165,0.01184633,0.009295784,76.2125,72.8375,85.6625,
32.01379875,2000,,0.525684551,7.697858571,21.38878062,38.76462796,8711,829.1280849,650.1807499,78.41730014,0.01183959,0.009284272,76.2125,72.8375,85.6625,
32.534659,2000,,0.521670485,7.66200346,21.38816924,38.74943246,8710,828.7794101,645.1279249,77.84074332,0.01187675,0.009244925,76.2125,72.8375,85.6625,
33.06071775,2000,,0.523354395,7.690945967,21.37806356,38.84481837,8695,830.426307,646.1000827,77.80322454,0.0119036,0.009261399,76.2125,72.8375,85.6625,
33.56077875,2000,,0.533954127,7.787162834,21.35055832,39.14651965,8674,835.7996163,657.5599982,78.67439976,0.011842738,0.009317002,76.2125,72.8375,85.6625,
34.063486,2000,,0.52588672,7.677077539,21.3730831,38.84658571,8704,830.2708509,649.8561558,78.27006206,0.011813598,0.009246463,76.2125,72.8375,85.6625,
34.58220775,2000,,0.523568611,7.673141143,21.38299085,38.71058189,8712,827.7479009,647.5907237,78.23548116,0.011848854,0.009269904,76.2125,72.8375,85.6625,
35.08762225,2000,,0.517402966,7.517166049,21.41273922,38.33477193,8750,820.8507932,642.8099925,78.30873228,0.011694142,0.009157572,76.2125,72.8375,85.6625,
35.5874215,2000,,0.511991145,7.470657418,21.42703203,38.16220513,8750,817.7024508,636.0269169,77.78210102,0.011745766,0.009136116,76.2125,72.8375,85.6625,
36.0890125,2000,,0.521948062,7.596625481,21.39854853,38.48629588,8717,823.5496904,645.9505861,78.43475521,0.011760423,0.009224228,76.2125,72.8375,85.6625,
36.60673025,2000,,0.523375438,7.653290363,21.37564723,38.73020926,8703,827.8832784,646.6852591,78.11310643,0.011834757,0.009244407,76.2125,72.8375,85.73,
37.11429575,2000,,0.521636571,7.683470927,21.36790687,38.79406479,8696,828.947932,644.0434729,77.69407097,0.011930052,0.009268941,76.2125,72.8375,85.775,
37.635119,2000,,0.521187509,7.667822162,21.37138498,38.71640782,8707,827.4227793,644.3284503,77.87196884,0.011900499,0.009267086,76.2125,72.8375,85.803125,
38.135987,2000,,0.519533817,7.61232941,21.38719441,38.50567125,8720,823.5282463,643.2363928,78.10749154,0.011834489,0.009243558,76.2125,72.8375,85.8875,
38.67362325,2000,,0.523523733,7.651618716,21.38355936,38.52934981,8710,823.8934707,647.4087177,78.57952317,0.011818789,0.009287062,76.2125,72.8375,85.8875,
39.18578375,2000,,0.525689684,7.705067951,21.3635146,38.74263296,8697,827.6787899,649.0985698,78.42396335,0.011870397,0.009309244,76.2125,72.8375,85.8875,
39.6907985,2000,,0.528034057,7.731584249,21.3518305,38.85362309,8683,829.5958456,651.0001863,78.47188772,0.011876462,0.009319684,76.2125,72.8375,85.8875,
40.21492225,2000,,0.526962607,7.704619893,21.35895177,38.73928438,8699,827.430291,650.8399036,78.65792741,0.011837974,0.009311502,76.28,72.8375,85.955,
40.727322,2000,,0.522915207,7.680171757,21.36372344,38.66421178,8700,826.011517,645.8978802,78.1947897,0.011890716,0.009297897,76.325,72.8375,86,
41.25707825,2000,,0.525349786,7.700780508,21.36139198,38.66931226,8698,826.0303062,648.7646087,78.54008743,0.011869965,0.009322637,76.325,72.8375,86,
41.7977165,2000,,0.528836268,7.749860545,21.34321466,38.86483136,8677,829.500103,651.4990101,78.54111859,0.011895414,0.009342794,76.325,72.8375,86,
42.31486275,2000,,0.532359799,7.771445381,21.33397037,38.95050088,8673,830.9688046,655.5323818,78.88767212,0.011855252,0.009352272,76.325,72.8375,86,
42.8142935,2000,,0.534155441,7.78423239,21.33336511,38.93305023,8676,830.5727591,658.0201672,79.2251138,0.011829825,0.009372125,76.325,72.8375,86.2025,
43.3121065,2000,,0.528736784,7.745488388,21.34028795,38.82348513,8682,828.504318,651.7718618,78.66855263,0.011884133,0.009348763,76.325,72.8375,86.225,
43.8128985,2000,,0.524286276,7.706937645,21.35334184,38.64769686,8700,825.2572443,647.5886196,78.4713799,0.011901045,0.009338816,76.325,72.89375,86.28125,
44.33862075,2000,,0.524686775,7.662844673,21.35349993,38.62682866,8694,824.8177954,647.6405138,78.51930996,0.011831946,0.009290349,76.325,72.95,86.3375,
44.83774875,2000,,0.526445277,7.693126515,21.34179434,38.74338562,8684,826.8533519,649.0728654,78.49915593,0.011852519,0.009304098,76.325,72.95,86.354375,
45.38174325,2000,,0.526612321,7.661383811,21.3462168,38.66387195,8693,825.3271949,649.9847113,78.7548625,0.011787018,0.009282842,76.325,72.95,86.45,
45.8891145,2000,,0.525344183,7.618485469,21.35307382,38.56587423,8699,823.4999271,648.883635,78.79582451,0.011740902,0.009251342,76.325,72.95,86.45,
46.400341,2000,,0.525788337,7.611525707,21.35427711,38.53135483,8699,822.8091118,649.4176576,78.92689795,0.011720521,0.009250641,76.325,72.95,86.54,
46.91276775,2000,,0.527333528,7.66360477,21.34596034,38.61370002,8691,824.2465013,650.7237779,78.94772108,0.011777058,0.009297709,76.325,72.95,86.5625,
47.43024775,2000,,0.530214106,7.728269042,21.32991907,38.78628566,8673,827.3077818,652.8682572,78.91454686,0.011837438,0.009341444,76.325,72.95,86.66375,
47.93790075,2000,,0.533621168,7.756562794,21.32140553,38.86671464,8670,828.6929554,656.8626415,79.2649053,0.011808501,0.009359993,76.325,72.95,86.7875,
48.455184,2000,,0.53628105,7.764779627,21.31785236,38.88940349,8668,829.0385384,659.9749268,79.60732153,0.011765341,0.009366,76.33625,72.95,86.7875,
48.9630315,2000,,0.532843151,7.685400092,21.33029636,38.71956595,8684,825.8994508,656.9716124,79.54594711,0.011698314,0.009305492,76.4375,72.95,86.7875,
49.46424525,2000,,0.528044012,7.661875843,21.32993219,38.7107114,8677,825.6966557,650.4963219,78.78151305,0.011778517,0.009279285,76.4375,72.95,86.7875,
50.030099,2000,,0.528578178,7.66233266,21.3246439,38.74661415,8678,826.2577288,651.2451773,78.81859385,0.011765793,0.009273546,76.4375,72.95,86.7875,
50.56619775,2000,,0.525421186,7.646649309,21.329066,38.67358889,8682,824.8715208,647.6570519,78.51610564,0.011806636,0.009270107,76.4375,72.95,86.7875,
51.08367325,2000,,0.526953458,7.680276266,21.32761596,38.6767236,8681,824.8823052,649.4581443,78.7334001,0.011825738,0.009310754,76.4375,72.95,86.84375,
51.6398025,2000,,0.525625142,7.698557154,21.32139428,38.72927724,8673,825.7618986,647.2273663,78.37934238,0.011894648,0.009322955,76.4375,72.95,86.9,
52.18281275,2000,,0.52466884,7.716385521,21.31724808,38.75399396,8675,826.1282599,646.223214,78.22297,0.01194073,0.009340396,76.4375,72.95,86.93375,
52.71286675,2000,,0.523351085,7.702114357,21.31958662,38.70613131,8673,825.1984355,644.4345894,78.09423368,0.011951733,0.009333615,76.4375,72.95,87.0125,
53.21369775,2000,,0.529200347,7.737790728,21.31638592,38.72615833,8676,825.5016761,651.8603667,78.96544624,0.011870356,0.009373431,76.4375,72.95,87.0125,
53.74065025,2000,,0.526185437,7.627356442,21.32946796,38.54992444,8689,822.2492674,649.1668715,78.95001062,0.011749452,0.009276193,76.4375,72.95,87.0125,
54.23819375,2000,,0.523092087,7.64213383,21.32283788,38.61225337,8679,823.3227563,644.5700061,78.28894239,0.011856243,0.009282058,76.4375,72.95,87.0125,
54.73847675,2000,,0.523382429,7.650320039,21.32412233,38.5748421,8687,822.5742644,645.5637718,78.48107228,0.01185062,0.009300459,76.499375,72.95,86.950625,
55.238626,2000,,0.52180765,7.626058402,21.32407272,38.55906894,8682,822.2362881,643.22789,78.22919999,0.011855931,0.009274788,76.55,72.95,86.9,
55.740325,2000,,0.523624758,7.592612829,21.32851477,38.48701139,8695,820.8703722,646.396342,78.74584533,0.011746252,0.009249459,76.55,72.95,86.9,
56.26159925,2000,,0.523948375,7.57498093,21.34624918,38.25748717,8710,816.653819,647.9389583,79.34068723,0.011690922,0.009275642,76.55,72.95,86.9,
56.7628645,2000,,0.527852629,7.619870345,21.33882498,38.32713239,8698,817.8558079,651.8808892,79.70599717,0.011689095,0.009316883,76.55,72.95,86.9,
57.263538,2000,,0.528402673,7.668158485,21.32775605,38.44023542,8689,819.8438898,651.8665272,79.51113304,0.011763423,0.009353189,76.55,72.95,86.984375,
57.76498225,2000,,0.527280908,7.687337361,21.31943496,38.51777115,8682,821.1770909,649.9752785,79.1516669,0.011827123,0.009361362,76.55,72.95,87.0125,
58.26435025,2000,,0.528530144,7.699464639,21.3122651,38.581222,8677,822.2532101,651.1080927,79.1858388,0.011825179,0.009363866,76.589375,72.95,87.09125,
58.76401975,2000,,0.528248971,7.659814097,21.31573726,38.51225387,8686,820.9168229,651.4668505,79.35846005,0.011757783,0.009330793,76.6625,72.95,87.2375,
59.334315,2000,,0.523823527,7.605356512,21.32341162,38.40086783,8691,818.8375035,646.3514795,78.93526378,0.011766609,0.009287992,76.6625,72.95,87.243125,
59.839385,2000,,0.523788115,7.622049704,21.31355899,38.5043557,8678,820.6645861,645.3387371,78.63606587,0.011810936,0.00928765,76.6625,72.95,87.35,
60.3817285,2000,,0.52429212,7.64444352,21.30331911,38.6017524,8673,822.3454025,645.6081149,78.50813346,0.011840684,0.009295897,76.6625,72.95,87.35,
60.8882075,2000,,0.52147096,7.607114428,21.30414606,38.56881229,8675,821.6755775,642.3241634,78.17248003,0.011843104,0.009258046,76.6625,72.95,87.51875,
61.40948525,2000,,0.520579345,7.547201876,21.31158687,38.46041148,8683,819.6523712,641.8075892,78.30240615,0.011759289,0.009207803,76.6625,72.95,87.575,
61.9143305,2000,,0.522222431,7.59215646,21.3036793,38.53413613,8674,820.9187314,643.1021476,78.33926438,0.011805488,0.009248346,76.7075,72.95,87.62,
62.44029325,2000,,0.52343285,7.632095894,21.30571297,38.48490744,8682,819.9481339,645.2399128,78.6929164,0.011828321,0.00930804,76.775,72.95,87.6875,
62.96188025,2000,,0.521200795,7.63472485,21.30847294,38.43511239,8681,818.9935058,642.3828518,78.43566402,0.011885045,0.009322085,76.775,72.95,87.693125,
63.465996,2000,,0.525133369,7.594574414,21.31077053,38.39012011,8686,818.122998,647.6311783,79.16070872,0.011726754,0.009282924,76.775,72.95,87.8,
63.98716625,2000,,0.527052854,7.590946929,21.30761143,38.40932714,8680,818.410975,649.5666876,79.36925545,0.011686174,0.009275226,76.775,72.95,87.8,
64.48891425,2000,,0.530559273,7.652746013,21.29924548,38.49106064,8674,819.8305177,653.4321648,79.70328968,0.011711618,0.009334543,76.775,72.95,87.87875,
64.98901675,2000,,0.529569086,7.679569218,21.29629614,38.51024268,8672,820.1254511,652.0458603,79.50571031,0.011777671,0.009363902,76.775,72.95,87.9125,
65.49141125,2000,,0.528081779,7.693658768,21.29153139,38.54618923,8669,820.7073921,649.9987359,79.19983531,0.01183658,0.009374423,76.775,72.95,87.940625,
66.03300025,2000,,0.521794173,7.677535654,21.29129287,38.5273376,8671,820.296787,642.3789701,78.31051641,0.01195174,0.009359458,76.775,72.95,88.025,
66.56538175,2000,,0.525586067,7.6898509,21.28055221,38.63572988,8658,822.1895717,646.1024924,78.58308956,0.011901963,0.009352897,76.775,72.95,88.025,
67.0626175,2000,,0.526560219,7.677218783,21.27887822,38.63303572,8661,822.0676562,647.4725263,78.76146629,0.01185722,0.009338913,76.775,72.95,88.1375,
67.56692875,2000,,0.523415316,7.668339136,21.27820922,38.62061208,8662,821.7772083,643.7534521,78.33700678,0.011912024,0.009331389,76.775,72.95,88.1375,
68.092769,2000,,0.520682001,7.596232904,21.29234578,38.43572793,8673,818.3863755,641.1883548,78.34826041,0.011847235,0.009281954,76.775,72.95,88.07,
68.6138285,2000,,0.520556492,7.582371055,21.29546906,38.3795717,8685,817.3100453,641.9368724,78.54339701,0.011811814,0.009277218,76.775,72.95,88.025,
69.13903075,2000,,0.52161471,7.600172957,21.30480673,38.24897965,8687,814.8869941,643.346286,78.9490565,0.011813576,0.009326649,76.80875,72.95,88.025,
69.68367875,2000,,0.525711319,7.622461558,21.30355982,38.24519455,8689,814.7587486,648.583537,79.60437687,0.011752535,0.009355487,76.8875,72.95,88.025,
70.21306075,2000,,0.525073331,7.578547364,21.30199429,38.24575489,8689,814.7108017,647.7419064,79.50571296,0.011699976,0.009302119,76.8875,72.95,88.025,
70.71456325,2000,,0.524363036,7.612030523,21.29548338,38.30835994,8681,815.7949253,646.3071455,79.22423514,0.011777764,0.009330804,76.8875,72.95,88.3625,
71.25602925,2000,,0.525630495,7.639142245,21.29579471,38.28669015,8682,815.3452986,647.9592111,79.47078979,0.011789678,0.0093692,76.8875,72.95,88.3625,
71.77694825,2000,,0.522625628,7.629267555,21.28435197,38.4045732,8670,817.4162131,643.337818,78.70388831,0.011858893,0.009333404,76.8875,72.95,88.52,
72.315291,2000,,0.523546594,7.625212991,21.28094636,38.42117162,8673,817.63875,644.7042901,78.849551,0.011827458,0.00932589,76.8875,72.95,88.5875,
72.8146385,2000,,0.523454371,7.651857342,21.27652435,38.45844981,8664,818.2620155,643.9200337,78.69359276,0.011883238,0.009351345,76.8875,72.95,88.548125,
73.331261,2000,,0.522225092,7.651807458,21.27056327,38.511092,8661,819.1525865,642.207153,78.3990375,0.011914946,0.009341127,76.8875,72.95,88.475,
73.843555,2000,,0.524038408,7.666055052,21.26329915,38.57606458,8655,820.2543686,643.9399741,78.50488988,0.01190494,0.009345946,76.8875,72.95,88.48625,
74.38763125,2000,,0.527316158,7.689771758,21.25097984,38.70434478,8642,822.5051173,647.0388248,78.66686219,0.011884571,0.009349218,76.8875,72.95,88.7,
74.8900125,2000,,0.52726976,7.695692003,21.23881178,38.83292517,8628,824.7645608,645.9055087,78.31404869,0.011914558,0.009330737,76.8875,72.95,88.7,
75.38934075,2000,,0.525788033,7.732833352,21.241657,38.7744652,8644,823.6329775,645.2765206,78.34473957,0.011983984,0.00938872,76.8875,72.95,88.62125,
75.891165,2000,,0.524785884,7.794472099,21.24420567,38.72632285,8640,822.7098814,643.7537391,78.24788418,0.012107813,0.009474126,76.8875,72.95,88.5875,
76.389301,2000,,0.521248047,7.697529605,21.24871071,38.65328752,8646,821.3324584,639.8539544,77.90434767,0.012030165,0.009372007,76.915625,72.95,88.503125,
76.90179175,2000,,0.524175063,7.645594978,21.24791162,38.6459899,8646,821.1464962,643.4485795,78.35974755,0.01188226,0.009310879,77,72.95,88.25,
77.4171045,2000,,0.525471954,7.640606272,21.24177218,38.70235983,8643,822.1065739,644.8056275,78.43334657,0.011849468,0.009293932,77,72.95,88.25,
77.94391675,2000,,0.522052126,7.591152353,21.25629941,38.50927712,8659,818.564537,641.8515052,78.4117338,0.011826987,0.009273727,77,72.95,88.25,
78.46495875,2000,,0.519241419,7.633140772,21.25495895,38.51291024,8652,818.5900979,637.8122568,77.91598592,0.01196768,0.009324709,77,72.95,88.25,
78.96305625,2000,,0.521662238,7.684712083,21.24600219,38.60518111,8646,820.2057416,640.393582,78.07721149,0.012,0.00936925,77,72.95,88.311875,
79.4848965,2000,,0.52534815,7.666489756,21.2398322,38.65913998,8644,821.113339,644.7125025,78.51685924,0.011891366,0.009336665,77,72.95,88.3625,
80.014315,2000,,0.522027321,7.623845475,21.25178124,38.49735735,8654,818.1373581,641.4169365,78.39970011,0.011885961,0.009318539,77,72.95,88.3625,
80.5376935,2000,,0.523174193,7.651483082,21.25109635,38.4874668,8659,817.9004073,643.2175096,78.64266543,0.011895632,0.009355023,77,72.95,88.3625,
81.0395115,2000,,0.521221653,7.604482958,21.25829043,38.38775044,8661,816.0578896,640.9503492,78.54223869,0.011864394,0.009318558,77,72.95,88.3625,
81.56431375,2000,,0.521103098,7.609513194,21.25419698,38.41800998,8659,816.5439375,640.6553448,78.45936514,0.011877744,0.009319168,77.10125,72.95,88.3625,
82.09002075,2000,,0.51768788,7.60869046,21.25582511,38.3813193,8664,815.8265439,636.8128959,78.05741457,0.011948096,0.009326355,77.1125,72.95,88.3625,
82.62083075,2000,,0.519176314,7.606967349,21.25659406,38.35776065,8663,815.3553322,638.5830012,78.31959676,0.011912262,0.009329633,77.1125,72.95,88.3625,
83.16174475,2000,,0.520148467,7.620016147,21.25084341,38.40578364,8657,816.1552492,639.3041896,78.33121177,0.011919236,0.009336481,77.1125,72.95,88.3625,
83.69127175,2000,,0.521011147,7.602571221,21.25236822,38.3683089,8663,815.4173474,640.8014789,78.58574888,0.011864174,0.009323538,77.1125,72.95,88.4075,
84.22587225,2000,,0.518422153,7.603552829,21.25582127,38.31467446,8665,814.4098552,637.8015654,78.31459796,0.011921528,0.009336271,77.1125,72.95,88.475,
84.753152,2000,,0.519176513,7.542700469,21.26876373,38.14722485,8682,811.343876,640.0121354,78.88298829,0.011785258,0.009296525,77.1125,72.95,88.48625,
85.26357525,2000,,0.519207883,7.548068265,21.25995782,38.24132343,8660,813.0075395,638.4130494,78.52481046,0.011823099,0.009284045,77.1125,72.95,88.5875,
85.76667,2000,,0.525163198,7.637178114,21.24973222,38.3397511,8664,814.709092,646.0451004,79.2981187,0.011821505,0.009374141,77.1125,72.95,88.5875,
86.2720335,2000,,0.523801842,7.582492694,21.26881947,38.08876049,8684,810.102792,645.8470421,79.72415295,0.011740371,0.009359889,77.1125,72.95,88.660625,
86.79075375,2000,,0.521629508,7.544565667,21.26263531,38.14923233,8672,811.1530597,642.229112,79.17507262,0.011747589,0.00930103,77.1125,72.95,88.7,
